seed,axis,model,q,metric,estimate,gate_component,expected_direction
43,R,joint,0.0,per_class_f1::left_obstacle,0.022598870056497175,False,diagnostic_only
43,R,joint,0.0,per_class_f1::left_solid_line,0.0,False,diagnostic_only
43,R,joint,0.0,per_class_f1::right_lane,0.5469387755102041,False,diagnostic_only
43,R,joint,0.0,per_class_f1::right_green_light,0.38537699923838536,False,diagnostic_only
43,R,joint,0.0,per_class_f1::right_follow,0.4225865209471767,False,diagnostic_only
43,R,joint,0.0,per_class_f1::no_right_lane,0.6171320397539044,False,diagnostic_only
43,R,joint,0.0,per_class_f1::right_obstacle,0.2721217887725975,False,diagnostic_only
43,R,joint,0.0,per_class_f1::right_solid_line,0.3176895306859206,False,diagnostic_only
43,S,action_only,0.0,tie_averaged_aurc,0.3734811551677466,True,increasing
43,S,action_only,0.0,canonical_stable_aurc,0.3734892826339159,False,diagnostic_only
43,S,action_only,0.0,unsafe_acceptance_rate_90,0.49658703071672355,False,diagnostic_only
43,S,action_only,0.0,correctness_auroc,0.6808949572611617,False,diagnostic_only
43,S,action_only,0.0,ece,0.3282950660194483,False,diagnostic_only
43,S,action_only,0.0,exact_set_error_rate,0.5244678516567918,False,diagnostic_only
43,S,action_only,0.0,highest_confidence_decile_error_rate,0.210989010989011,False,diagnostic_only
43,S,action_only,0.0,lowest_confidence_decile_error_rate,0.7758241758241758,False,diagnostic_only
43,S,joint,0.0,tie_averaged_aurc,0.35800653605736,True,increasing
43,S,joint,0.0,canonical_stable_aurc,0.3580176254209994,False,diagnostic_only
43,S,joint,0.0,unsafe_acceptance_rate_90,0.48147245246221354,False,diagnostic_only
43,S,joint,0.0,correctness_auroc,0.6920750096448349,False,diagnostic_only
43,S,joint,0.0,ece,0.3285913191828831,False,diagnostic_only
43,S,joint,0.0,exact_set_error_rate,0.5104235242484091,False,diagnostic_only
43,S,joint,0.0,highest_confidence_decile_error_rate,0.2153846153846154,False,diagnostic_only
43,S,joint,0.0,lowest_confidence_decile_error_rate,0.7714285714285715,False,diagnostic_only
43,C1,action_only,0.0,action_flip::brightness,0.09940750493745885,False,diagnostic_only
43,C1,action_only,0.0,action_flip::blur,0.11367127496159754,False,diagnostic_only
43,C1,action_only,0.0,action_flip::noise,0.12793504498573624,False,diagnostic_only
43,C1,action_only,0.0,action_flip::mean_three,0.11367127496159753,True,increasing
43,C1,joint,0.0,action_flip::brightness,0.10226025894228659,False,diagnostic_only
43,C1,joint,0.0,action_flip::blur,0.130348913759052,False,diagnostic_only
43,C1,joint,0.0,action_flip::noise,0.12354619267061663,False,diagnostic_only
43,C1,joint,0.0,action_flip::mean_three,0.11871845512398506,True,increasing
43,C1,joint,0.0,rationale_jaccard::brightness,0.9264976958525344,False,diagnostic_only
43,C1,joint,0.0,rationale_jaccard::blur,0.902966132689635,False,diagnostic_only
43,C1,joint,0.0,rationale_jaccard::noise,0.9030100212127862,False,diagnostic_only
43,C1,joint,0.0,rationale_jaccard::mean_three,0.9108246165849851,True,decreasing
43,A,action_only,0.25,macro_f1,0.5931437437591229,True,decreasing
43,A,action_only,0.25,micro_f1,0.6339119208148042,False,diagnostic_only
43,A,action_only,0.25,per_class_f1::Forward,0.7479170703352064,False,diagnostic_only
43,A,action_only,0.25,per_class_f1::Stop,0.6681405060181773,False,diagnostic_only
43,A,action_only,0.25,per_class_f1::Left,0.4573225516621743,False,diagnostic_only
43,A,action_only,0.25,per_class_f1::Right,0.499194847020934,False,diagnostic_only
43,A,joint,0.25,macro_f1,0.6102042063857764,True,decreasing
43,A,joint,0.25,micro_f1,0.645184085930323,False,diagnostic_only
43,A,joint,0.25,per_class_f1::Forward,0.7487894634902189,False,diagnostic_only
43,A,joint,0.25,per_class_f1::Stop,0.6812484639960679,False,diagnostic_only
43,A,joint,0.25,per_class_f1::Left,0.48466522678185747,False,diagnostic_only
43,A,joint,0.25,per_class_f1::Right,0.5261136712749616,False,diagnostic_only
43,R,joint,0.25,macro_f1,0.2337308058224806,True,decreasing
43,R,joint,0.25,micro_f1,0.4324501861178016,False,diagnostic_only
43,R,joint,0.25,per_class_f1::green_light,0.56214405360134,False,diagnostic_only
43,R,joint,0.25,per_class_f1::follow,0.3952191235059761,False,diagnostic_only
43,R,joint,0.25,per_class_f1::road_clear,0.31916285153695223,False,diagnostic_only
43,R,joint,0.25,per_class_f1::red_light,0.4916261480280929,False,diagnostic_only
43,R,joint,0.25,per_class_f1::traffic_sign,0.39293598233995586,False,diagnostic_only
43,R,joint,0.25,per_class_f1::car,0.0,False,diagnostic_only
43,R,joint,0.25,per_class_f1::person,0.0,False,diagnostic_only
43,R,joint,0.25,per_class_f1::rider,0.6211180124223602,False,diagnostic_only
43,R,joint,0.25,per_class_f1::other_obstacle,0.0,False,diagnostic_only
43,R,joint,0.25,per_class_f1::left_lane,0.0,False,diagnostic_only
43,R,joint,0.25,per_class_f1::left_green_light,0.0,False,diagnostic_only
43,R,joint,0.25,per_class_f1::left_follow,0.0,False,diagnostic_only
43,R,joint,0.25,per_class_f1::no_left_lane,0.0,False,diagnostic_only
43,R,joint,0.25,per_class_f1::left_obstacle,0.022598870056497175,False,diagnostic_only
43,R,joint,0.25,per_class_f1::left_solid_line,0.0,False,diagnostic_only
43,R,joint,0.25,per_class_f1::right_lane,0.43673469387755104,False,diagnostic_only
43,R,joint,0.25,per_class_f1::right_green_light,0.33206397562833206,False,diagnostic_only
43,R,joint,0.25,per_class_f1::right_follow,0.3424408014571949,False,diagnostic_only
43,R,joint,0.25,per_class_f1::no_right_lane,0.5309985802177,False,diagnostic_only
43,R,joint,0.25,per_class_f1::right_obstacle,0.2302568981921979,False,diagnostic_only
43,R,joint,0.25,per_class_f1::right_solid_line,0.23104693140794225,False,diagnostic_only
43,S,action_only,0.25,tie_averaged_aurc,0.4066366234079939,True,increasing
43,S,action_only,0.25,canonical_stable_aurc,0.4066455434696294,False,diagnostic_only
43,S,action_only,0.25,unsafe_acceptance_rate_90,0.5034129692832765,False,diagnostic_only
43,S,action_only,0.25,correctness_auroc,0.6405564255000358,False,diagnostic_only
43,S,action_only,0.25,ece,0.32829506601944813,False,diagnostic_only
43,S,action_only,0.25,exact_set_error_rate,0.5244678516567918,False,diagnostic_only
43,S,action_only,0.25,highest_confidence_decile_error_rate,0.2835164835164835,False,diagnostic_only
43,S,action_only,0.25,lowest_confidence_decile_error_rate,0.7142857142857143,False,diagnostic_only
43,S,joint,0.25,tie_averaged_aurc,0.39711773300533176,True,increasing
43,S,joint,0.25,canonical_stable_aurc,0.3971247149266865,False,diagnostic_only
43,S,joint,0.25,unsafe_acceptance_rate_90,0.48732325694783035,False,diagnostic_only
43,S,joint,0.25,correctness_auroc,0.6425977770437896,False,diagnostic_only
43,S,joint,0.25,ece,0.3285913191828831,False,diagnostic_only
43,S,joint,0.25,exact_set_error_rate,0.5104235242484091,False,diagnostic_only
43,S,joint,0.25,highest_confidence_decile_error_rate,0.3032967032967033,False,diagnostic_only
43,S,joint,0.25,lowest_confidence_decile_error_rate,0.7186813186813187,False,diagnostic_only
43,C1,action_only,0.25,action_flip::brightness,0.2701338599956111,False,diagnostic_only
43,C1,action_only,0.25,action_flip::blur,0.28351985955672593,False,diagnostic_only
43,C1,action_only,0.25,action_flip::noise,0.2920781215712091,False,diagnostic_only
43,C1,action_only,0.25,action_flip::mean_three,0.2819106137078487,True,increasing
43,C1,joint,0.25,action_flip::brightness,0.2769365810840465,False,diagnostic_only
43,C1,joint,0.25,action_flip::blur,0.29734474434935265,False,diagnostic_only
43,C1,joint,0.25,action_flip::noise,0.29054202326091727,False,diagnostic_only
43,C1,joint,0.25,action_flip::mean_three,0.28827444956477216,True,increasing
43,C1,joint,0.25,rationale_jaccard::brightness,0.7252891940186212,False,diagnostic_only
43,C1,joint,0.25,rationale_jaccard::blur,0.7070373156943269,False,diagnostic_only
43,C1,joint,0.25,rationale_jaccard::noise,0.708201929005089,False,diagnostic_only
43,C1,joint,0.25,rationale_jaccard::mean_three,0.7135094795726791,True,decreasing
43,A,action_only,0.5,macro_f1,0.5209176014447477,True,decreasing
43,A,action_only,0.5,micro_f1,0.5640510687132406,False,diagnostic_only
43,A,action_only,0.5,per_class_f1::Forward,0.687463669831428,False,diagnostic_only
43,A,action_only,0.5,per_class_f1::Stop,0.5954310980103169,False,diagnostic_only
43,A,action_only,0.5,per_class_f1::Left,0.37646001796945194,False,diagnostic_only
43,A,action_only,0.5,per_class_f1::Right,0.4243156199677939,False,diagnostic_only
43,A,joint,0.5,macro_f1,0.5334327069071639,True,decreasing
43,A,joint,0.5,micro_f1,0.5704190516571267,False,diagnostic_only
43,A,joint,0.5,per_class_f1::Forward,0.684873135773775,False,diagnostic_only
43,A,joint,0.5,per_class_f1::Stop,0.5991644138608995,False,diagnostic_only
43,A,joint,0.5,per_class_f1::Left,0.39654427645788337,False,diagnostic_only
43,A,joint,0.5,per_class_f1::Right,0.45314900153609833,False,diagnostic_only
43,R,joint,0.5,macro_f1,0.1862898567783289,True,decreasing
43,R,joint,0.5,micro_f1,0.349901467046201,False,diagnostic_only
43,R,joint,0.5,per_class_f1::green_light,0.4824120603015075,False,diagnostic_only
43,R,joint,0.5,per_class_f1::follow,0.30916334661354583,False,diagnostic_only
43,R,joint,0.5,per_class_f1::road_clear,0.262916939175932,False,diagnostic_only
43,R,joint,0.5,per_class_f1::red_light,0.38465694219340896,False,diagnostic_only
43,R,joint,0.5,per_class_f1::traffic_sign,0.282560706401766,False,diagnostic_only
43,R,joint,0.5,per_class_f1::car,0.0,False,diagnostic_only
43,R,joint,0.5,per_class_f1::person,0.0,False,diagnostic_only
43,R,joint,0.5,per_class_f1::rider,0.4834368530020704,False,diagnostic_only
43,R,joint,0.5,per_class_f1::other_obstacle,0.0,False,diagnostic_only
43,R,joint,0.5,per_class_f1::left_lane,0.0,False,diagnostic_only
43,R,joint,0.5,per_class_f1::left_green_light,0.0,False,diagnostic_only
43,R,joint,0.5,per_class_f1::left_follow,0.0,False,diagnostic_only
43,R,joint,0.5,per_class_f1::no_left_lane,0.0,False,diagnostic_only
43,R,joint,0.5,per_class_f1::left_obstacle,0.011299435028248588,False,diagnostic_only
43,R,joint,0.5,per_class_f1::left_solid_line,0.0,False,diagnostic_only
43,R,joint,0.5,per_class_f1::right_lane,0.3414965986394558,False,diagnostic_only
43,R,joint,0.5,per_class_f1::right_green_light,0.26808834729626807,False,diagnostic_only
43,R,joint,0.5,per_class_f1::right_follow,0.2641165755919854,False,diagnostic_only
43,R,joint,0.5,per_class_f1::no_right_lane,0.44391859914813064,False,diagnostic_only
43,R,joint,0.5,per_class_f1::right_obstacle,0.19029495718363462,False,diagnostic_only
43,R,joint,0.5,per_class_f1::right_solid_line,0.18772563176895307,False,diagnostic_only
43,S,action_only,0.5,tie_averaged_aurc,0.44996462719861974,True,increasing
43,S,action_only,0.5,canonical_stable_aurc,0.44996295361669125,False,diagnostic_only
43,S,action_only,0.5,unsafe_acceptance_rate_90,0.5141394441735738,False,diagnostic_only
43,S,action_only,0.5,correctness_auroc,0.5858512916261998,False,diagnostic_only
43,S,action_only,0.5,ece,0.3282950660194482,False,diagnostic_only
43,S,action_only,0.5,exact_set_error_rate,0.5244678516567918,False,diagnostic_only
43,S,action_only,0.5,highest_confidence_decile_error_rate,0.37362637362637363,False,diagnostic_only
43,S,action_only,0.5,lowest_confidence_decile_error_rate,0.6175824175824176,False,diagnostic_only
43,S,joint,0.5,tie_averaged_aurc,0.43518573653983733,True,increasing
43,S,joint,0.5,canonical_stable_aurc,0.43518761245830084,False,diagnostic_only
43,S,joint,0.5,unsafe_acceptance_rate_90,0.49634324719648953,False,diagnostic_only
43,S,joint,0.5,correctness_auroc,0.5913010333173646,False,diagnostic_only
43,S,joint,0.5,ece,0.32859131918288303,False,diagnostic_only
43,S,joint,0.5,exact_set_error_rate,0.5104235242484091,False,diagnostic_only
43,S,joint,0.5,highest_confidence_decile_error_rate,0.3648351648351648,False,diagnostic_only
43,S,joint,0.5,lowest_confidence_decile_error_rate,0.6373626373626373,False,diagnostic_only
43,C1,action_only,0.5,action_flip::brightness,0.4402018872064955,False,diagnostic_only
43,C1,action_only,0.5,action_flip::blur,0.4467851656791749,False,diagnostic_only
43,C1,action_only,0.5,action_flip::noise,0.4498573622997586,False,diagnostic_only
43,C1,action_only,0.5,action_flip::mean_three,0.44561480506180967,True,increasing
43,C1,joint,0.5,action_flip::brightness,0.4520517884573184,False,diagnostic_only
43,C1,joint,0.5,action_flip::blur,0.46390168970814133,False,diagnostic_only
43,C1,joint,0.5,action_flip::noise,0.4586350669299978,False,diagnostic_only
43,C1,joint,0.5,action_flip::mean_three,0.4581961816984858,True,increasing
43,C1,joint,0.5,rationale_jaccard::brightness,0.5252270186108238,False,diagnostic_only
43,C1,joint,0.5,rationale_jaccard::blur,0.5153359039468322,False,diagnostic_only
43,C1,joint,0.5,rationale_jaccard::noise,0.5131540173673156,False,diagnostic_only
43,C1,joint,0.5,rationale_jaccard::mean_three,0.5179056466416573,True,decreasing
43,A,action_only,0.75,macro_f1,0.45197895255808906,True,decreasing
43,A,action_only,0.75,micro_f1,0.4956247310285468,False,diagnostic_only
43,A,action_only,0.75,per_class_f1::Forward,0.6270102693276497,False,diagnostic_only
43,A,action_only,0.75,per_class_f1::Stop,0.5178088921640874,False,diagnostic_only
43,A,action_only,0.75,per_class_f1::Left,0.31446540880503143,False,diagnostic_only
43,A,action_only,0.75,per_class_f1::Right,0.34863123993558776,False,diagnostic_only
43,A,joint,0.75,macro_f1,0.46201383774471877,True,decreasing
43,A,joint,0.75,micro_f1,0.4998940004239983,False,diagnostic_only
43,A,joint,0.75,per_class_f1::Forward,0.6232810381561108,False,diagnostic_only
43,A,joint,0.75,per_class_f1::Stop,0.5205210125337921,False,diagnostic_only
43,A,joint,0.75,per_class_f1::Left,0.33174946004319655,False,diagnostic_only
43,A,joint,0.75,per_class_f1::Right,0.3725038402457757,False,diagnostic_only
43,R,joint,0.75,macro_f1,0.1332681552690953,True,decreasing
43,R,joint,0.75,micro_f1,0.2608933654477775,False,diagnostic_only
43,R,joint,0.75,per_class_f1::green_light,0.40067001675041874,False,diagnostic_only
43,R,joint,0.75,per_class_f1::follow,0.20876494023904382,False,diagnostic_only
43,R,joint,0.75,per_class_f1::road_clear,0.2132112491824722,False,diagnostic_only
43,R,joint,0.75,per_class_f1::red_light,0.26904376012965964,False,diagnostic_only
43,R,joint,0.75,per_class_f1::traffic_sign,0.1456953642384106,False,diagnostic_only
43,R,joint,0.75,per_class_f1::car,0.0,False,diagnostic_only
43,R,joint,0.75,per_class_f1::person,0.0,False,diagnostic_only
43,R,joint,0.75,per_class_f1::rider,0.35714285714285715,False,diagnostic_only
43,R,joint,0.75,per_class_f1::other_obstacle,0.0,False,diagnostic_only
43,R,joint,0.75,per_class_f1::left_lane,0.0,False,diagnostic_only
43,R,joint,0.75,per_class_f1::left_green_light,0.0,False,diagnostic_only
43,R,joint,0.75,per_class_f1::left_follow,0.0,False,diagnostic_only
43,R,joint,0.75,per_class_f1::no_left_lane,0.0,False,diagnostic_only
43,R,joint,0.75,per_class_f1::left_obstacle,0.0,False,diagnostic_only
43,R,joint,0.75,per_class_f1::left_solid_line,0.0,False,diagnostic_only
43,R,joint,0.75,per_class_f1::right_lane,0.23129251700680273,False,diagnostic_only
43,R,joint,0.75,per_class_f1::right_green_light,0.2025894897182026,False,diagnostic_only
43,R,joint,0.75,per_class_f1::right_follow,0.1894353369763206,False,diagnostic_only
43,R,joint,0.75,per_class_f1::no_right_lane,0.3331755797444392,False,diagnostic_only
43,R,joint,0.75,per_class_f1::right_obstacle,0.14652711703139867,False,diagnostic_only
43,R,joint,0.75,per_class_f1::right_solid_line,0.10108303249097472,False,diagnostic_only
43,S,action_only,0.75,tie_averaged_aurc,0.48342878895465086,True,increasing
43,S,action_only,0.75,canonical_stable_aurc,0.4834437961672914,False,diagnostic_only
43,S,action_only,0.75,unsafe_acceptance_rate_90,0.5187713310580204,False,diagnostic_only
43,S,action_only,0.75,correctness_auroc,0.5439680988891957,False,diagnostic_only
43,S,action_only,0.75,ece,0.32829506601944813,False,diagnostic_only
43,S,action_only,0.75,exact_set_error_rate,0.5244678516567918,False,diagnostic_only
43,S,action_only,0.75,highest_confidence_decile_error_rate,0.42417582417582417,False,diagnostic_only
43,S,action_only,0.75,lowest_confidence_decile_error_rate,0.5758241758241758,False,diagnostic_only
43,S,joint,0.75,tie_averaged_aurc,0.4730212558267147,True,increasing
43,S,joint,0.75,canonical_stable_aurc,0.4730139072500274,False,diagnostic_only
43,S,joint,0.75,unsafe_acceptance_rate_90,0.5039005363237445,False,diagnostic_only
43,S,joint,0.75,correctness_auroc,0.5414259633176383,False,diagnostic_only
43,S,joint,0.75,ece,0.328591319182883,False,diagnostic_only
43,S,joint,0.75,exact_set_error_rate,0.5104235242484091,False,diagnostic_only
43,S,joint,0.75,highest_confidence_decile_error_rate,0.44835164835164837,False,diagnostic_only
43,S,joint,0.75,lowest_confidence_decile_error_rate,0.5692307692307692,False,diagnostic_only
43,C1,action_only,0.75,action_flip::brightness,0.6164143076585473,False,diagnostic_only
43,C1,action_only,0.75,action_flip::blur,0.618608733816107,False,diagnostic_only
43,C1,action_only,0.75,action_flip::noise,0.6166337502743032,False,diagnostic_only
43,C1,action_only,0.75,action_flip::mean_three,0.6172189305829859,True,increasing
43,C1,joint,0.75,action_flip::brightness,0.6265086679833224,False,diagnostic_only
43,C1,joint,0.75,action_flip::blur,0.630678077682686,False,diagnostic_only
43,C1,joint,0.75,action_flip::noise,0.6269475532148343,False,diagnostic_only
43,C1,joint,0.75,action_flip::mean_three,0.6280447662936143,True,increasing
43,C1,joint,0.75,rationale_jaccard::brightness,0.3278457004921784,False,diagnostic_only
43,C1,joint,0.75,rationale_jaccard::blur,0.3220492805417098,False,diagnostic_only
43,C1,joint,0.75,rationale_jaccard::noise,0.31883758111539545,False,diagnostic_only
43,C1,joint,0.75,rationale_jaccard::mean_three,0.3229108540497612,True,decreasing
43,A,action_only,1.0,macro_f1,0.37670304845462343,True,decreasing
43,A,action_only,1.0,micro_f1,0.42117343279299957,False,diagnostic_only
43,A,action_only,1.0,per_class_f1::Forward,0.5595814764580508,False,diagnostic_only
43,A,action_only,1.0,per_class_f1::Stop,0.43723900761483664,False,diagnostic_only
43,A,action_only,1.0,per_class_f1::Left,0.24348607367475292,False,diagnostic_only
43,A,action_only,1.0,per_class_f1::Right,0.2665056360708535,False,diagnostic_only
43,A,joint,1.0,macro_f1,0.38120045775799294,True,decreasing
43,A,joint,1.0,micro_f1,0.4221609780227546,False,diagnostic_only
43,A,joint,1.0,per_class_f1::Forward,0.5616889405384466,False,diagnostic_only
43,A,joint,1.0,per_class_f1::Stop,0.43597935610715166,False,diagnostic_only
43,A,joint,1.0,per_class_f1::Left,0.25140388768898486,False,diagnostic_only
43,A,joint,1.0,per_class_f1::Right,0.27572964669738864,False,diagnostic_only
43,R,joint,1.0,macro_f1,0.08278321017741201,True,decreasing
43,R,joint,1.0,micro_f1,0.1744033282242172,False,diagnostic_only
43,R,joint,1.0,per_class_f1::green_light,0.32026800670016753,False,diagnostic_only
43,R,joint,1.0,per_class_f1::follow,0.12749003984063745,False,diagnostic_only
43,R,joint,1.0,per_class_f1::road_clear,0.15173315892740352,False,diagnostic_only
43,R,joint,1.0,per_class_f1::red_light,0.1836844948676391,False,diagnostic_only
43,R,joint,1.0,per_class_f1::traffic_sign,0.026490066225165563,False,diagnostic_only
43,R,joint,1.0,per_class_f1::car,0.0,False,diagnostic_only
43,R,joint,1.0,per_class_f1::person,0.0,False,diagnostic_only
43,R,joint,1.0,per_class_f1::rider,0.2111801242236025,False,diagnostic_only
43,R,joint,1.0,per_class_f1::other_obstacle,0.0,False,diagnostic_only
43,R,joint,1.0,per_class_f1::left_lane,0.0,False,diagnostic_only
43,R,joint,1.0,per_class_f1::left_green_light,0.0,False,diagnostic_only
43,R,joint,1.0,per_class_f1::left_follow,0.0,False,diagnostic_only
43,R,joint,1.0,per_class_f1::no_left_lane,0.0,False,diagnostic_only
43,R,joint,1.0,per_class_f1::left_obstacle,0.0,False,diagnostic_only
43,R,joint,1.0,per_class_f1::left_solid_line,0.0,False,diagnostic_only
43,R,joint,1.0,per_class_f1::right_lane,0.145578231292517,False,diagnostic_only
43,R,joint,1.0,per_class_f1::right_green_light,0.12642802741812642,False,diagnostic_only
43,R,joint,1.0,per_class_f1::right_follow,0.10200364298724955,False,diagnostic_only
43,R,joint,1.0,per_class_f1::no_right_lane,0.2252721249408424,False,diagnostic_only
43,R,joint,1.0,per_class_f1::right_obstacle,0.08943862987630828,False,diagnostic_only
43,R,joint,1.0,per_class_f1::right_solid_line,0.02888086642599278,False,diagnostic_only
43,S,action_only,1.0,tie_averaged_aurc,0.5305233536763667,True,increasing
43,S,action_only,1.0,canonical_stable_aurc,0.5305487694831245,False,diagnostic_only
43,S,action_only,1.0,unsafe_acceptance_rate_90,0.5246221355436372,False,diagnostic_only
43,S,action_only,1.0,correctness_auroc,0.4937915248313906,False,diagnostic_only
43,S,action_only,1.0,ece,0.3282950660194482,False,diagnostic_only
43,S,action_only,1.0,exact_set_error_rate,0.5244678516567918,False,diagnostic_only
43,S,action_only,1.0,highest_confidence_decile_error_rate,0.5296703296703297,False,diagnostic_only
43,S,action_only,1.0,lowest_confidence_decile_error_rate,0.5230769230769231,False,diagnostic_only
43,S,joint,1.0,tie_averaged_aurc,0.5129295456257723,True,increasing
43,S,joint,1.0,canonical_stable_aurc,0.5129418320666302,False,diagnostic_only
43,S,joint,1.0,unsafe_acceptance_rate_90,0.5099951243295954,False,diagnostic_only
43,S,joint,1.0,correctness_auroc,0.4902914763554125,False,diagnostic_only
43,S,joint,1.0,ece,0.3294531793048959,False,diagnostic_only
43,S,joint,1.0,exact_set_error_rate,0.5104235242484091,False,diagnostic_only
43,S,joint,1.0,highest_confidence_decile_error_rate,0.5142857142857142,False,diagnostic_only
43,S,joint,1.0,lowest_confidence_decile_error_rate,0.5142857142857142,False,diagnostic_only
43,C1,action_only,1.0,action_flip::brightness,0.7840684660961159,False,diagnostic_only
43,C1,action_only,1.0,action_flip::blur,0.7867017774851877,False,diagnostic_only
43,C1,action_only,1.0,action_flip::noise,0.7781435154707044,False,diagnostic_only
43,C1,action_only,1.0,action_flip::mean_three,0.7829712530173359,True,increasing
43,C1,joint,1.0,action_flip::brightness,0.8053543998244459,False,diagnostic_only
43,C1,joint,1.0,action_flip::blur,0.8025016458196181,False,diagnostic_only
43,C1,joint,1.0,action_flip::noise,0.8000877770463024,False,diagnostic_only
43,C1,joint,1.0,action_flip::mean_three,0.8026479408967888,True,increasing
43,C1,joint,1.0,rationale_jaccard::brightness,0.12584511531186976,False,diagnostic_only
43,C1,joint,1.0,rationale_jaccard::blur,0.12552378862451277,False,diagnostic_only
43,C1,joint,1.0,rationale_jaccard::noise,0.12388476127778301,False,diagnostic_only
43,C1,joint,1.0,rationale_jaccard::mean_three,0.12508455507138852,True,decreasing
44,A,action_only,0.0,macro_f1,0.6683865626209756,True,decreasing
44,A,action_only,0.0,micro_f1,0.7072691552062869,False,diagnostic_only
44,A,action_only,0.0,per_class_f1::Forward,0.7993012422360248,False,diagnostic_only
44,A,action_only,0.0,per_class_f1::Stop,0.7506715506715507,False,diagnostic_only
44,A,action_only,0.0,per_class_f1::Left,0.5547584887613582,False,diagnostic_only
44,A,action_only,0.0,per_class_f1::Right,0.5688149688149688,False,diagnostic_only
44,A,joint,0.0,macro_f1,0.6938817136532921,True,decreasing
44,A,joint,0.0,micro_f1,0.7224265981814396,False,diagnostic_only
44,A,joint,0.0,per_class_f1::Forward,0.8147451570434455,False,diagnostic_only
44,A,joint,0.0,per_class_f1::Stop,0.7556803676282869,False,diagnostic_only
44,A,joint,0.0,per_class_f1::Left,0.6065773447015834,False,diagnostic_only
44,A,joint,0.0,per_class_f1::Right,0.5985239852398524,False,diagnostic_only
44,R,joint,0.0,macro_f1,0.2769215576808766,True,decreasing
44,R,joint,0.0,micro_f1,0.5154480483782298,False,diagnostic_only
44,R,joint,0.0,per_class_f1::green_light,0.6703431372549019,False,diagnostic_only
44,R,joint,0.0,per_class_f1::follow,0.4576744186046512,False,diagnostic_only
44,R,joint,0.0,per_class_f1::road_clear,0.44126416219439474,False,diagnostic_only
44,R,joint,0.0,per_class_f1::red_light,0.6110812264658418,False,diagnostic_only
44,R,joint,0.0,per_class_f1::traffic_sign,0.45248868778280543,False,diagnostic_only
44,R,joint,0.0,per_class_f1::car,0.0,False,diagnostic_only
44,R,joint,0.0,per_class_f1::person,0.0,False,diagnostic_only
44,R,joint,0.0,per_class_f1::rider,0.7510504201680672,False,diagnostic_only
44,R,joint,0.0,per_class_f1::other_obstacle,0.0,False,diagnostic_only
44,R,joint,0.0,per_class_f1::left_lane,0.0,False,diagnostic_only
44,R,joint,0.0,per_class_f1::left_green_light,0.0,False,diagnostic_only
44,R,joint,0.0,per_class_f1::left_follow,0.0,False,diagnostic_only
44,R,joint,0.0,per_class_f1::no_left_lane,0.0,False,diagnostic_only
44,R,joint,0.0,per_class_f1::left_obstacle,0.03296703296703297,False,diagnostic_only
44,R,joint,0.0,per_class_f1::left_solid_line,0.0,False,diagnostic_only
44,R,joint,0.0,per_class_f1::right_lane,0.5136531365313654,False,diagnostic_only
44,R,joint,0.0,per_class_f1::right_green_light,0.4027047332832457,False,diagnostic_only
44,R,joint,0.0,per_class_f1::right_follow,0.39848914069877245,False,diagnostic_only
44,R,joint,0.0,per_class_f1::no_right_lane,0.5672544080604534,False,diagnostic_only
