seed,metric,estimate
45,advantage_action_flip_rate_noise::Action-Joint,0.037085802062760576
45,aurc::Action-Only,0.38513361225255244
45,aurc::Joint Action-Rationale,0.39148755494536613
45,delta_action_macro_f1::Joint-Action,0.01559802682288669
45,delta_aurc::Joint-Action,0.006353942692813697
45,delta_ece_calibrated::Joint-Action,0.013784375000498672
45,delta_ece_uncalibrated::Joint-Action,-0.040038588337956926
45,delta_unsafe_acceptance_rate_90::Joint-Action,-0.010238907849829393
45,ece_calibrated::Action-Only,0.318841116651822
45,ece_calibrated::Joint Action-Rationale,0.3326254916523207
45,ece_uncalibrated::Action-Only,0.4643091957994432
45,ece_uncalibrated::Joint Action-Rationale,0.42427060746148626
45,rationale_jaccard_blur_empty_empty_fraction::Joint Action-Rationale,0.1468071099407505
45,rationale_jaccard_blur_unconditional::Joint Action-Rationale,0.8945614805061809
45,rationale_jaccard_blur_union_nonempty_conditional::Joint Action-Rationale,0.8764188957475993
45,rationale_jaccard_brightness_empty_empty_fraction::Joint Action-Rationale,0.15163484748738204
45,rationale_jaccard_brightness_unconditional::Joint Action-Rationale,0.9328907907248921
45,rationale_jaccard_brightness_union_nonempty_conditional::Joint Action-Rationale,0.9208958441110536
45,rationale_jaccard_mean_three::Joint Action-Rationale,0.9145868383195572
45,rationale_jaccard_noise_empty_empty_fraction::Joint Action-Rationale,0.14702655255650648
45,rationale_jaccard_noise_unconditional::Joint Action-Rationale,0.9163082437275986
45,rationale_jaccard_noise_union_nonempty_conditional::Joint Action-Rationale,0.9018823428522424
45,rationale_macro_f1::Joint Action-Rationale,0.2568375984960144
45,rationale_micro_f1::Joint Action-Rationale,0.4791702481233167
45,unsafe_acceptance_rate_90::Action-Only,0.4985372988785958
45,unsafe_acceptance_rate_90::Joint Action-Rationale,0.48829839102876643
46,action_flip_rate_blur::Action-Only,0.12332675005486066
46,action_flip_rate_blur::Joint Action-Rationale,0.08009655475093264
46,action_flip_rate_brightness::Action-Only,0.09589642308536318
46,action_flip_rate_brightness::Joint Action-Rationale,0.05069124423963134
46,action_flip_rate_mean_three::Action-Only,0.11147684880403773
46,action_flip_rate_mean_three::Joint Action-Rationale,0.06634481749689122
46,action_flip_rate_noise::Action-Only,0.1152073732718894
46,action_flip_rate_noise::Joint Action-Rationale,0.06824665350010972
46,action_macro_f1::Action-Only,0.6836639955213245
46,action_macro_f1::Joint Action-Rationale,0.6824921978165104
46,action_micro_f1::Action-Only,0.7130398086932058
46,action_micro_f1::Joint Action-Rationale,0.7217043941411452
46,advantage_action_flip_rate_blur::Action-Joint,0.04323019530392802
46,advantage_action_flip_rate_brightness::Action-Joint,0.045205178845731844
46,advantage_action_flip_rate_mean_three::Action-Joint,0.045132031307146506
46,advantage_action_flip_rate_noise::Action-Joint,0.04696071977177968
46,aurc::Action-Only,0.38590374051112847
46,aurc::Joint Action-Rationale,0.3408557621801786
46,delta_action_macro_f1::Joint-Action,-0.001171797704814126
46,delta_aurc::Joint-Action,-0.04504797833094987
46,delta_ece_calibrated::Joint-Action,-0.03886085931007793
46,delta_ece_uncalibrated::Joint-Action,-0.1309912315993192
46,delta_unsafe_acceptance_rate_90::Joint-Action,-0.036567528035104824
46,ece_calibrated::Action-Only,0.32320952659117813
46,ece_calibrated::Joint Action-Rationale,0.2843486672811002
46,ece_uncalibrated::Action-Only,0.44685410859018804
46,ece_uncalibrated::Joint Action-Rationale,0.31586287699086885
46,rationale_jaccard_blur_empty_empty_fraction::Joint Action-Rationale,0.17709019091507572
46,rationale_jaccard_blur_unconditional::Joint Action-Rationale,0.9232170287469827
46,rationale_jaccard_blur_union_nonempty_conditional::Joint Action-Rationale,0.9066933333333334
46,rationale_jaccard_brightness_empty_empty_fraction::Joint Action-Rationale,0.17555409260478386
46,rationale_jaccard_brightness_unconditional::Joint Action-Rationale,0.9453514739229026
46,rationale_jaccard_brightness_union_nonempty_conditional::Joint Action-Rationale,0.9337148434034247
46,rationale_jaccard_mean_three::Joint Action-Rationale,0.9360702704020678
46,rationale_jaccard_noise_empty_empty_fraction::Joint Action-Rationale,0.17972350230414746
46,rationale_jaccard_noise_unconditional::Joint Action-Rationale,0.9396423085363177
46,rationale_jaccard_noise_union_nonempty_conditional::Joint Action-Rationale,0.926417870518994
46,rationale_macro_f1::Joint Action-Rationale,0.24582372499885144
46,rationale_micro_f1::Joint Action-Rationale,0.4736375981578792
46,unsafe_acceptance_rate_90::Action-Only,0.48659190638712824
46,unsafe_acceptance_rate_90::Joint Action-Rationale,0.4500243783520234
47,action_flip_rate_blur::Action-Only,0.13759052007899933
47,action_flip_rate_blur::Joint Action-Rationale,0.130348913759052
47,action_flip_rate_brightness::Action-Only,0.10533245556287031
47,action_flip_rate_brightness::Joint Action-Rationale,0.10291858678955453
47,action_flip_rate_mean_three::Action-Only,0.1228878648233487
47,action_flip_rate_mean_three::Joint Action-Rationale,0.11389071757735353
47,action_flip_rate_noise::Action-Only,0.12574061882817644
47,action_flip_rate_noise::Joint Action-Rationale,0.10840465218345402
47,action_macro_f1::Action-Only,0.6813323662454802
47,action_macro_f1::Joint Action-Rationale,0.678809184870399
47,action_micro_f1::Action-Only,0.716514487022791
47,action_micro_f1::Joint Action-Rationale,0.7151962914674779
47,advantage_action_flip_rate_blur::Action-Joint,0.00724160631994733
47,advantage_action_flip_rate_brightness::Action-Joint,0.002413868773315786
47,advantage_action_flip_rate_mean_three::Action-Joint,0.008997147245995166
47,advantage_action_flip_rate_noise::Action-Joint,0.017335966644722423
47,aurc::Action-Only,0.39964274154775264
47,aurc::Joint Action-Rationale,0.3789384007301017
47,delta_action_macro_f1::Joint-Action,-0.0025231813750812293
47,delta_aurc::Joint-Action,-0.020704340817650935
47,delta_ece_calibrated::Joint-Action,0.008130400362466317
47,delta_ece_uncalibrated::Joint-Action,0.0002617279837322517
47,delta_unsafe_acceptance_rate_90::Joint-Action,0.005850804485616756
47,ece_calibrated::Action-Only,0.32161031577789595
47,ece_calibrated::Joint Action-Rationale,0.32974071614036227
47,ece_uncalibrated::Action-Only,0.4597201339632987
47,ece_uncalibrated::Joint Action-Rationale,0.45998186194703095
47,rationale_jaccard_blur_empty_empty_fraction::Joint Action-Rationale,0.10313802940531051
47,rationale_jaccard_blur_unconditional::Joint Action-Rationale,0.884551239850779
47,rationale_jaccard_blur_union_nonempty_conditional::Joint Action-Rationale,0.8712747736726205
47,rationale_jaccard_brightness_empty_empty_fraction::Joint Action-Rationale,0.10884353741496598
47,rationale_jaccard_brightness_unconditional::Joint Action-Rationale,0.9209092239046157
47,rationale_jaccard_brightness_union_nonempty_conditional::Joint Action-Rationale,0.9112492817860953
47,rationale_jaccard_mean_three::Joint Action-Rationale,0.9054433959963913
47,rationale_jaccard_noise_empty_empty_fraction::Joint Action-Rationale,0.10533245556287031
47,rationale_jaccard_noise_unconditional::Joint Action-Rationale,0.9108697242337797
47,rationale_jaccard_noise_union_nonempty_conditional::Joint Action-Rationale,0.9003760935328264
47,rationale_macro_f1::Joint Action-Rationale,0.30405073603883065
47,rationale_micro_f1::Joint Action-Rationale,0.5267993874425727
47,unsafe_acceptance_rate_90::Action-Only,0.48293515358361777
47,unsafe_acceptance_rate_90::Joint Action-Rationale,0.4887859580692345
