map_id,seed,axis,model,q,metric,estimate,gate_component,expected_direction
map00,43,R,joint,0.0,target_positive_count::right_lane,860,False,diagnostic_only
map00,43,R,joint,0.0,predicted_positive_count::right_lane,610,False,diagnostic_only
map00,43,R,joint,0.0,per_class_f1::right_green_light,0.38537699923838536,False,diagnostic_only
map00,43,R,joint,0.0,target_positive_count::right_green_light,897,False,diagnostic_only
map00,43,R,joint,0.0,predicted_positive_count::right_green_light,416,False,diagnostic_only
map00,43,R,joint,0.0,per_class_f1::right_follow,0.4225865209471767,False,diagnostic_only
map00,43,R,joint,0.0,target_positive_count::right_follow,713,False,diagnostic_only
map00,43,R,joint,0.0,predicted_positive_count::right_follow,385,False,diagnostic_only
map00,43,R,joint,0.0,per_class_f1::no_right_lane,0.6171320397539044,False,diagnostic_only
map00,43,R,joint,0.0,target_positive_count::no_right_lane,1182,False,diagnostic_only
map00,43,R,joint,0.0,predicted_positive_count::no_right_lane,931,False,diagnostic_only
map00,43,R,joint,0.0,per_class_f1::right_obstacle,0.2721217887725975,False,diagnostic_only
map00,43,R,joint,0.0,target_positive_count::right_obstacle,826,False,diagnostic_only
map00,43,R,joint,0.0,predicted_positive_count::right_obstacle,225,False,diagnostic_only
map00,43,R,joint,0.0,per_class_f1::right_solid_line,0.3176895306859206,False,diagnostic_only
map00,43,R,joint,0.0,target_positive_count::right_solid_line,403,False,diagnostic_only
map00,43,R,joint,0.0,predicted_positive_count::right_solid_line,151,False,diagnostic_only
map00,43,C1,joint,0.0,rationale_jaccard::brightness,0.9264976958525344,False,diagnostic_only
map00,43,C1,joint,0.0,rationale_jaccard::blur,0.902966132689635,False,diagnostic_only
map00,43,C1,joint,0.0,rationale_jaccard::noise,0.9030100212127862,False,diagnostic_only
map00,43,C1,joint,0.0,rationale_jaccard::mean_three,0.9108246165849851,True,decreasing
map00,43,A,action_only,0.25,macro_f1,0.5966738721590313,True,decreasing
map00,43,A,action_only,0.25,micro_f1,0.6360636924401091,False,diagnostic_only
map00,43,A,action_only,0.25,per_class_f1::Forward,0.7448168959503972,False,diagnostic_only
map00,43,A,action_only,0.25,target_positive_count::Forward,2484,False,diagnostic_only
map00,43,A,action_only,0.25,predicted_positive_count::Forward,2677,False,diagnostic_only
map00,43,A,action_only,0.25,per_class_f1::Stop,0.6720707442888725,False,diagnostic_only
map00,43,A,action_only,0.25,target_positive_count::Stop,2103,False,diagnostic_only
map00,43,A,action_only,0.25,predicted_positive_count::Stop,1968,False,diagnostic_only
map00,43,A,action_only,0.25,per_class_f1::Left,0.46900269541778977,False,diagnostic_only
map00,43,A,action_only,0.25,target_positive_count::Left,1225,False,diagnostic_only
map00,43,A,action_only,0.25,predicted_positive_count::Left,1001,False,diagnostic_only
map00,43,A,action_only,0.25,per_class_f1::Right,0.500805152979066,False,diagnostic_only
map00,43,A,action_only,0.25,target_positive_count::Right,1339,False,diagnostic_only
map00,43,A,action_only,0.25,predicted_positive_count::Right,1145,False,diagnostic_only
map00,43,S,action_only,0.25,tie_averaged_aurc,0.40799664993472085,True,increasing
map00,43,S,action_only,0.25,canonical_stable_aurc,0.40801189993954323,False,diagnostic_only
map00,43,S,action_only,0.25,unsafe_acceptance_rate_90,0.5019502681618723,False,diagnostic_only
map00,43,S,action_only,0.25,correctness_auroc,0.6435090449554268,False,diagnostic_only
map00,43,S,action_only,0.25,ece,0.32829506601944813,False,diagnostic_only
map00,43,S,action_only,0.25,exact_set_error_rate,0.5244678516567918,False,diagnostic_only
map00,43,S,action_only,0.25,highest_confidence_decile_error_rate,0.2813186813186813,False,diagnostic_only
map00,43,S,action_only,0.25,lowest_confidence_decile_error_rate,0.7274725274725274,False,diagnostic_only
map00,43,C1,action_only,0.25,action_flip::brightness,0.27583936800526665,False,diagnostic_only
map00,43,C1,action_only,0.25,action_flip::blur,0.2861531709457977,False,diagnostic_only
map00,43,C1,action_only,0.25,action_flip::noise,0.29185867895545314,False,diagnostic_only
map00,43,C1,action_only,0.25,action_flip::mean_three,0.2846170726355058,True,increasing
map00,43,A,joint,0.25,macro_f1,0.6145791381261647,True,decreasing
map00,43,A,joint,0.25,micro_f1,0.6485760723623772,False,diagnostic_only
map00,43,A,joint,0.25,per_class_f1::Forward,0.7507263219058686,False,diagnostic_only
map00,43,A,joint,0.25,target_positive_count::Forward,2484,False,diagnostic_only
map00,43,A,joint,0.25,predicted_positive_count::Forward,2679,False,diagnostic_only
map00,43,A,joint,0.25,per_class_f1::Stop,0.6817399852543623,False,diagnostic_only
map00,43,A,joint,0.25,target_positive_count::Stop,2103,False,diagnostic_only
map00,43,A,joint,0.25,predicted_positive_count::Stop,1966,False,diagnostic_only
map00,43,A,joint,0.25,per_class_f1::Left,0.4958963282937365,False,diagnostic_only
map00,43,A,joint,0.25,target_positive_count::Left,1225,False,diagnostic_only
map00,43,A,joint,0.25,predicted_positive_count::Left,1090,False,diagnostic_only
map00,43,A,joint,0.25,per_class_f1::Right,0.5299539170506913,False,diagnostic_only
map00,43,A,joint,0.25,target_positive_count::Right,1339,False,diagnostic_only
map00,43,A,joint,0.25,predicted_positive_count::Right,1265,False,diagnostic_only
map00,43,S,joint,0.25,tie_averaged_aurc,0.396316660922912,True,increasing
map00,43,S,joint,0.25,canonical_stable_aurc,0.3963226766700576,False,diagnostic_only
map00,43,S,joint,0.25,unsafe_acceptance_rate_90,0.48756704046806437,False,diagnostic_only
map00,43,S,joint,0.25,correctness_auroc,0.6460873573460497,False,diagnostic_only
map00,43,S,joint,0.25,ece,0.3285913191828831,False,diagnostic_only
map00,43,S,joint,0.25,exact_set_error_rate,0.5104235242484091,False,diagnostic_only
map00,43,S,joint,0.25,highest_confidence_decile_error_rate,0.2879120879120879,False,diagnostic_only
map00,43,S,joint,0.25,lowest_confidence_decile_error_rate,0.7164835164835165,False,diagnostic_only
map00,43,C1,joint,0.25,action_flip::brightness,0.28351985955672593,False,diagnostic_only
map00,43,C1,joint,0.25,action_flip::blur,0.29931972789115646,False,diagnostic_only
map00,43,C1,joint,0.25,action_flip::noise,0.2955892034233048,False,diagnostic_only
map00,43,C1,joint,0.25,action_flip::mean_three,0.2928095969570624,True,increasing
map00,43,R,joint,0.25,macro_f1,0.23461380903803697,True,decreasing
map00,43,R,joint,0.25,micro_f1,0.4369389095686446,False,diagnostic_only
map00,43,R,joint,0.25,per_class_f1::green_light,0.576214405360134,False,diagnostic_only
map00,43,R,joint,0.25,target_positive_count::green_light,1574,False,diagnostic_only
map00,43,R,joint,0.25,predicted_positive_count::green_light,1411,False,diagnostic_only
map00,43,R,joint,0.25,per_class_f1::follow,0.4254980079681275,False,diagnostic_only
map00,43,R,joint,0.25,target_positive_count::follow,667,False,diagnostic_only
map00,43,R,joint,0.25,predicted_positive_count::follow,588,False,diagnostic_only
map00,43,R,joint,0.25,per_class_f1::road_clear,0.32570307390451275,False,diagnostic_only
map00,43,R,joint,0.25,target_positive_count::road_clear,941,False,diagnostic_only
map00,43,R,joint,0.25,predicted_positive_count::road_clear,588,False,diagnostic_only
map00,43,R,joint,0.25,per_class_f1::red_light,0.504592112371691,False,diagnostic_only
map00,43,R,joint,0.25,target_positive_count::red_light,1083,False,diagnostic_only
map00,43,R,joint,0.25,predicted_positive_count::red_light,768,False,diagnostic_only
map00,43,R,joint,0.25,per_class_f1::traffic_sign,0.39293598233995586,False,diagnostic_only
map00,43,R,joint,0.25,target_positive_count::traffic_sign,302,False,diagnostic_only
map00,43,R,joint,0.25,predicted_positive_count::traffic_sign,151,False,diagnostic_only
map00,43,R,joint,0.25,per_class_f1::car,0.0,False,diagnostic_only
map00,43,R,joint,0.25,target_positive_count::car,39,False,diagnostic_only
map00,43,R,joint,0.25,predicted_positive_count::car,0,False,diagnostic_only
map00,43,R,joint,0.25,per_class_f1::person,0.0,False,diagnostic_only
map00,43,R,joint,0.25,target_positive_count::person,34,False,diagnostic_only
map00,43,R,joint,0.25,predicted_positive_count::person,0,False,diagnostic_only
map00,43,R,joint,0.25,per_class_f1::rider,0.6211180124223602,False,diagnostic_only
map00,43,R,joint,0.25,target_positive_count::rider,1037,False,diagnostic_only
map00,43,R,joint,0.25,predicted_positive_count::rider,895,False,diagnostic_only
map00,43,R,joint,0.25,per_class_f1::other_obstacle,0.0,False,diagnostic_only
map00,43,R,joint,0.25,target_positive_count::other_obstacle,89,False,diagnostic_only
map00,43,R,joint,0.25,predicted_positive_count::other_obstacle,0,False,diagnostic_only
map00,43,R,joint,0.25,per_class_f1::left_lane,0.0,False,diagnostic_only
map00,43,R,joint,0.25,target_positive_count::left_lane,29,False,diagnostic_only
map00,43,R,joint,0.25,predicted_positive_count::left_lane,0,False,diagnostic_only
map00,43,R,joint,0.25,per_class_f1::left_green_light,0.0,False,diagnostic_only
map00,43,R,joint,0.25,target_positive_count::left_green_light,136,False,diagnostic_only
map00,43,R,joint,0.25,predicted_positive_count::left_green_light,0,False,diagnostic_only
map00,43,R,joint,0.25,per_class_f1::left_follow,0.0,False,diagnostic_only
map00,43,R,joint,0.25,target_positive_count::left_follow,68,False,diagnostic_only
map00,43,R,joint,0.25,predicted_positive_count::left_follow,0,False,diagnostic_only
map00,43,R,joint,0.25,per_class_f1::no_left_lane,0.0,False,diagnostic_only
map00,43,R,joint,0.25,target_positive_count::no_left_lane,23,False,diagnostic_only
map00,43,R,joint,0.25,predicted_positive_count::no_left_lane,0,False,diagnostic_only
map00,43,R,joint,0.25,per_class_f1::left_obstacle,0.0,False,diagnostic_only
map00,43,R,joint,0.25,target_positive_count::left_obstacle,175,False,diagnostic_only
map00,43,R,joint,0.25,predicted_positive_count::left_obstacle,2,False,diagnostic_only
map00,43,R,joint,0.25,per_class_f1::left_solid_line,0.0,False,diagnostic_only
map00,43,R,joint,0.25,target_positive_count::left_solid_line,69,False,diagnostic_only
map00,43,R,joint,0.25,predicted_positive_count::left_solid_line,0,False,diagnostic_only
map00,43,R,joint,0.25,per_class_f1::right_lane,0.4489795918367347,False,diagnostic_only
map00,43,R,joint,0.25,target_positive_count::right_lane,860,False,diagnostic_only
map00,43,R,joint,0.25,predicted_positive_count::right_lane,610,False,diagnostic_only
map00,43,R,joint,0.25,per_class_f1::right_green_light,0.3092155369383092,False,diagnostic_only
map00,43,R,joint,0.25,target_positive_count::right_green_light,897,False,diagnostic_only
map00,43,R,joint,0.25,predicted_positive_count::right_green_light,416,False,diagnostic_only
map00,43,R,joint,0.25,per_class_f1::right_follow,0.33697632058287796,False,diagnostic_only
map00,43,R,joint,0.25,target_positive_count::right_follow,713,False,diagnostic_only
map00,43,R,joint,0.25,predicted_positive_count::right_follow,385,False,diagnostic_only
map00,43,R,joint,0.25,per_class_f1::no_right_lane,0.5281590156176053,False,diagnostic_only
map00,43,R,joint,0.25,target_positive_count::no_right_lane,1182,False,diagnostic_only
map00,43,R,joint,0.25,predicted_positive_count::no_right_lane,931,False,diagnostic_only
map00,43,R,joint,0.25,per_class_f1::right_obstacle,0.22645099904852523,False,diagnostic_only
map00,43,R,joint,0.25,target_positive_count::right_obstacle,826,False,diagnostic_only
map00,43,R,joint,0.25,predicted_positive_count::right_obstacle,225,False,diagnostic_only
map00,43,R,joint,0.25,per_class_f1::right_solid_line,0.23104693140794225,False,diagnostic_only
map00,43,R,joint,0.25,target_positive_count::right_solid_line,403,False,diagnostic_only
map00,43,R,joint,0.25,predicted_positive_count::right_solid_line,151,False,diagnostic_only
map00,43,C1,joint,0.25,rationale_jaccard::brightness,0.7241057713407943,False,diagnostic_only
map00,43,C1,joint,0.25,rationale_jaccard::blur,0.7094710387995444,False,diagnostic_only
map00,43,C1,joint,0.25,rationale_jaccard::noise,0.7071465145197864,False,diagnostic_only
map00,43,C1,joint,0.25,rationale_jaccard::mean_three,0.713574441553375,True,decreasing
map00,43,A,action_only,0.5,macro_f1,0.5249407014784105,True,decreasing
map00,43,A,action_only,0.5,micro_f1,0.5684980634055372,False,diagnostic_only
map00,43,A,action_only,0.5,per_class_f1::Forward,0.6913388878124395,False,diagnostic_only
map00,43,A,action_only,0.5,target_positive_count::Forward,2484,False,diagnostic_only
map00,43,A,action_only,0.5,predicted_positive_count::Forward,2677,False,diagnostic_only
map00,43,A,action_only,0.5,per_class_f1::Stop,0.6052566936870548,False,diagnostic_only
map00,43,A,action_only,0.5,target_positive_count::Stop,2103,False,diagnostic_only
map00,43,A,action_only,0.5,predicted_positive_count::Stop,1968,False,diagnostic_only
map00,43,A,action_only,0.5,per_class_f1::Left,0.3917340521114106,False,diagnostic_only
map00,43,A,action_only,0.5,target_positive_count::Left,1225,False,diagnostic_only
map00,43,A,action_only,0.5,predicted_positive_count::Left,1001,False,diagnostic_only
map00,43,A,action_only,0.5,per_class_f1::Right,0.4114331723027375,False,diagnostic_only
map00,43,A,action_only,0.5,target_positive_count::Right,1339,False,diagnostic_only
map00,43,A,action_only,0.5,predicted_positive_count::Right,1145,False,diagnostic_only
map00,43,S,action_only,0.5,tie_averaged_aurc,0.44652245229704224,True,increasing
map00,43,S,action_only,0.5,canonical_stable_aurc,0.4465343102395418,False,diagnostic_only
map00,43,S,action_only,0.5,unsafe_acceptance_rate_90,0.5095075572891272,False,diagnostic_only
map00,43,S,action_only,0.5,correctness_auroc,0.5944186571875971,False,diagnostic_only
map00,43,S,action_only,0.5,ece,0.32829506601944813,False,diagnostic_only
map00,43,S,action_only,0.5,exact_set_error_rate,0.5244678516567918,False,diagnostic_only
map00,43,S,action_only,0.5,highest_confidence_decile_error_rate,0.35384615384615387,False,diagnostic_only
map00,43,S,action_only,0.5,lowest_confidence_decile_error_rate,0.6593406593406593,False,diagnostic_only
map00,43,C1,action_only,0.5,action_flip::brightness,0.44173798551678733,False,diagnostic_only
map00,43,C1,action_only,0.5,action_flip::blur,0.44919903445249065,False,diagnostic_only
map00,43,C1,action_only,0.5,action_flip::noise,0.4522712310730744,False,diagnostic_only
map00,43,C1,action_only,0.5,action_flip::mean_three,0.44773608368078416,True,increasing
map00,43,A,joint,0.5,macro_f1,0.5403602808086105,True,decreasing
map00,43,A,joint,0.5,micro_f1,0.5796056815772737,False,diagnostic_only
map00,43,A,joint,0.5,per_class_f1::Forward,0.6984311446833237,False,diagnostic_only
map00,43,A,joint,0.5,target_positive_count::Forward,2484,False,diagnostic_only
map00,43,A,joint,0.5,predicted_positive_count::Forward,2679,False,diagnostic_only
map00,43,A,joint,0.5,per_class_f1::Stop,0.617350700417793,False,diagnostic_only
map00,43,A,joint,0.5,target_positive_count::Stop,2103,False,diagnostic_only
map00,43,A,joint,0.5,predicted_positive_count::Stop,1966,False,diagnostic_only
map00,43,A,joint,0.5,per_class_f1::Left,0.4086393088552916,False,diagnostic_only
map00,43,A,joint,0.5,target_positive_count::Left,1225,False,diagnostic_only
map00,43,A,joint,0.5,predicted_positive_count::Left,1090,False,diagnostic_only
map00,43,A,joint,0.5,per_class_f1::Right,0.43701996927803377,False,diagnostic_only
map00,43,A,joint,0.5,target_positive_count::Right,1339,False,diagnostic_only
map00,43,A,joint,0.5,predicted_positive_count::Right,1265,False,diagnostic_only
map00,43,S,joint,0.5,tie_averaged_aurc,0.4359503763932844,True,increasing
map00,43,S,joint,0.5,canonical_stable_aurc,0.4359520578107106,False,diagnostic_only
map00,43,S,joint,0.5,unsafe_acceptance_rate_90,0.4970745977571916,False,diagnostic_only
map00,43,S,joint,0.5,correctness_auroc,0.5878936412691793,False,diagnostic_only
map00,43,S,joint,0.5,ece,0.32859131918288303,False,diagnostic_only
map00,43,S,joint,0.5,exact_set_error_rate,0.5104235242484091,False,diagnostic_only
map00,43,S,joint,0.5,highest_confidence_decile_error_rate,0.34285714285714286,False,diagnostic_only
map00,43,S,joint,0.5,lowest_confidence_decile_error_rate,0.6307692307692307,False,diagnostic_only
map00,43,C1,joint,0.5,action_flip::brightness,0.4575378538512179,False,diagnostic_only
map00,43,C1,joint,0.5,action_flip::blur,0.4665350010972131,False,diagnostic_only
map00,43,C1,joint,0.5,action_flip::noise,0.46368224709238537,False,diagnostic_only
map00,43,C1,joint,0.5,action_flip::mean_three,0.46258503401360546,True,increasing
map00,43,R,joint,0.5,macro_f1,0.18432199489490309,True,decreasing
map00,43,R,joint,0.5,micro_f1,0.3504488723450843,False,diagnostic_only
map00,43,R,joint,0.5,per_class_f1::green_light,0.4931323283082077,False,diagnostic_only
map00,43,R,joint,0.5,target_positive_count::green_light,1574,False,diagnostic_only
map00,43,R,joint,0.5,predicted_positive_count::green_light,1411,False,diagnostic_only
map00,43,R,joint,0.5,per_class_f1::follow,0.34741035856573704,False,diagnostic_only
map00,43,R,joint,0.5,target_positive_count::follow,667,False,diagnostic_only
map00,43,R,joint,0.5,predicted_positive_count::follow,588,False,diagnostic_only
map00,43,R,joint,0.5,per_class_f1::road_clear,0.2668410725964683,False,diagnostic_only
map00,43,R,joint,0.5,target_positive_count::road_clear,941,False,diagnostic_only
map00,43,R,joint,0.5,predicted_positive_count::road_clear,588,False,diagnostic_only
map00,43,R,joint,0.5,per_class_f1::red_light,0.40410588870880604,False,diagnostic_only
map00,43,R,joint,0.5,target_positive_count::red_light,1083,False,diagnostic_only
map00,43,R,joint,0.5,predicted_positive_count::red_light,768,False,diagnostic_only
map00,43,R,joint,0.5,per_class_f1::traffic_sign,0.2693156732891832,False,diagnostic_only
map00,43,R,joint,0.5,target_positive_count::traffic_sign,302,False,diagnostic_only
map00,43,R,joint,0.5,predicted_positive_count::traffic_sign,151,False,diagnostic_only
map00,43,R,joint,0.5,per_class_f1::car,0.0,False,diagnostic_only
map00,43,R,joint,0.5,target_positive_count::car,39,False,diagnostic_only
map00,43,R,joint,0.5,predicted_positive_count::car,0,False,diagnostic_only
map00,43,R,joint,0.5,per_class_f1::person,0.0,False,diagnostic_only
map00,43,R,joint,0.5,target_positive_count::person,34,False,diagnostic_only
map00,43,R,joint,0.5,predicted_positive_count::person,0,False,diagnostic_only
map00,43,R,joint,0.5,per_class_f1::rider,0.4927536231884058,False,diagnostic_only
map00,43,R,joint,0.5,target_positive_count::rider,1037,False,diagnostic_only
map00,43,R,joint,0.5,predicted_positive_count::rider,895,False,diagnostic_only
map00,43,R,joint,0.5,per_class_f1::other_obstacle,0.0,False,diagnostic_only
map00,43,R,joint,0.5,target_positive_count::other_obstacle,89,False,diagnostic_only
map00,43,R,joint,0.5,predicted_positive_count::other_obstacle,0,False,diagnostic_only
map00,43,R,joint,0.5,per_class_f1::left_lane,0.0,False,diagnostic_only
map00,43,R,joint,0.5,target_positive_count::left_lane,29,False,diagnostic_only
map00,43,R,joint,0.5,predicted_positive_count::left_lane,0,False,diagnostic_only
map00,43,R,joint,0.5,per_class_f1::left_green_light,0.0,False,diagnostic_only
map00,43,R,joint,0.5,target_positive_count::left_green_light,136,False,diagnostic_only
map00,43,R,joint,0.5,predicted_positive_count::left_green_light,0,False,diagnostic_only
map00,43,R,joint,0.5,per_class_f1::left_follow,0.0,False,diagnostic_only
map00,43,R,joint,0.5,target_positive_count::left_follow,68,False,diagnostic_only
map00,43,R,joint,0.5,predicted_positive_count::left_follow,0,False,diagnostic_only
map00,43,R,joint,0.5,per_class_f1::no_left_lane,0.0,False,diagnostic_only
map00,43,R,joint,0.5,target_positive_count::no_left_lane,23,False,diagnostic_only
map00,43,R,joint,0.5,predicted_positive_count::no_left_lane,0,False,diagnostic_only
map00,43,R,joint,0.5,per_class_f1::left_obstacle,0.0,False,diagnostic_only
map00,43,R,joint,0.5,target_positive_count::left_obstacle,175,False,diagnostic_only
map00,43,R,joint,0.5,predicted_positive_count::left_obstacle,2,False,diagnostic_only
