seed,axis,model,control,metric,estimate
44,C1_action,Action-Only,wrong,brightness,0.78275181040158
44,C1_action,Action-Only,wrong,blur,0.781435154707044
44,C1_action,Action-Only,wrong,noise,0.7755102040816326
44,C1_action,Action-Only,wrong,mean_three,0.7798990563967522
44,C1_action,Joint Action-Rationale,identity,self,0.0
44,C1_action,Joint Action-Rationale,correct,brightness,0.10445468509984639
44,C1_action,Joint Action-Rationale,correct,blur,0.130568356374808
44,C1_action,Joint Action-Rationale,correct,noise,0.10862409479921001
44,C1_action,Joint Action-Rationale,correct,mean_three,0.11454904542462145
44,C1_action,Joint Action-Rationale,wrong,brightness,0.8130348913759052
44,C1_action,Joint Action-Rationale,wrong,blur,0.8114987930656133
44,C1_action,Joint Action-Rationale,wrong,noise,0.8101821373710775
44,C1_action,Joint Action-Rationale,wrong,mean_three,0.8115719406041987
44,C1_rationale,Joint Action-Rationale,identity,self,1.0
44,C1_rationale,Joint Action-Rationale,correct,brightness,0.9244934532952965
44,C1_rationale,Joint Action-Rationale,correct,blur,0.9024943310657597
44,C1_rationale,Joint Action-Rationale,correct,noise,0.9122851291054057
44,C1_rationale,Joint Action-Rationale,correct,mean_three,0.9130909711554874
44,C1_rationale,Joint Action-Rationale,wrong,brightness,0.14432793086512638
44,C1_rationale,Joint Action-Rationale,wrong,blur,0.13985652632788909
44,C1_rationale,Joint Action-Rationale,wrong,noise,0.14118833401256045
44,C1_rationale,Joint Action-Rationale,wrong,mean_three,0.14179093040185864
45,A,Action-Only,perfect,macro_f1,1.0
45,A,Action-Only,perfect,micro_f1,1.0
45,A,Action-Only,original,macro_f1,0.6679932568471639
45,A,Action-Only,original,micro_f1,0.7055188272492096
45,A,Action-Only,row_destroyed,macro_f1,0.373204244395549
45,A,Action-Only,row_destroyed,micro_f1,0.41362460477148605
45,A,Action-Only,class_destroyed,macro_f1,0.31510080452681855
45,A,Action-Only,class_destroyed,micro_f1,0.30870939925265883
45,A,Action-Only,row_and_class_destroyed,macro_f1,0.36041602909093706
45,A,Action-Only,row_and_class_destroyed,micro_f1,0.38545559068697904
45,A,Joint Action-Rationale,perfect,macro_f1,1.0
45,A,Joint Action-Rationale,perfect,micro_f1,1.0
45,A,Joint Action-Rationale,original,macro_f1,0.6835912836700506
45,A,Joint Action-Rationale,original,micro_f1,0.7143562610229277
45,A,Joint Action-Rationale,row_destroyed,macro_f1,0.3703640223259261
45,A,Joint Action-Rationale,row_destroyed,micro_f1,0.41354497354497355
45,A,Joint Action-Rationale,class_destroyed,macro_f1,0.3347128454314214
45,A,Joint Action-Rationale,class_destroyed,micro_f1,0.344973544973545
45,A,Joint Action-Rationale,row_and_class_destroyed,macro_f1,0.37322536784419263
45,A,Joint Action-Rationale,row_and_class_destroyed,micro_f1,0.4071957671957672
45,R,Joint Action-Rationale,perfect,macro_f1,1.0
45,R,Joint Action-Rationale,perfect,micro_f1,1.0
45,R,Joint Action-Rationale,original,macro_f1,0.2568375984960144
45,R,Joint Action-Rationale,original,micro_f1,0.4791702481233167
45,R,Joint Action-Rationale,row_destroyed,macro_f1,0.07366377436197921
45,R,Joint Action-Rationale,row_destroyed,micro_f1,0.1576986992149447
45,R,Joint Action-Rationale,class_destroyed,macro_f1,0.025191031565370343
45,R,Joint Action-Rationale,class_destroyed,micro_f1,0.039424674803736175
45,R,Joint Action-Rationale,row_and_class_destroyed,macro_f1,0.04131589143909002
45,R,Joint Action-Rationale,row_and_class_destroyed,micro_f1,0.07919316944587702
45,S,Action-Only,oracle,aurc,0.17400543498224386
45,S,Action-Only,oracle,unsafe_acceptance_rate_90,0.4761092150170648
45,S,Action-Only,oracle,ece,0.12539021386118246
45,S,Action-Only,oracle,correctness_auroc,1.0
45,S,Action-Only,oracle,exact_set_error_rate,0.5284178187403994
45,S,Action-Only,original,aurc,0.38513361225255244
45,S,Action-Only,original,unsafe_acceptance_rate_90,0.4985372988785958
45,S,Action-Only,original,ece,0.318841116651822
45,S,Action-Only,original,correctness_auroc,0.6758905478712961
45,S,Action-Only,original,exact_set_error_rate,0.5284178187403994
45,S,Action-Only,random,aurc,0.5306879589634954
45,S,Action-Only,random,unsafe_acceptance_rate_90,0.5268161872257435
45,S,Action-Only,random,ece,0.25257016624656603
45,S,Action-Only,random,correctness_auroc,0.49686885965658134
45,S,Action-Only,random,exact_set_error_rate,0.5284178187403994
45,S,Action-Only,adversarial,aurc,0.8654268907913565
45,S,Action-Only,adversarial,unsafe_acceptance_rate_90,0.5870307167235495
45,S,Action-Only,adversarial,ece,0.8753902138611824
45,S,Action-Only,adversarial,correctness_auroc,0.0
45,S,Action-Only,adversarial,exact_set_error_rate,0.5284178187403994
45,S,Joint Action-Rationale,oracle,aurc,0.16508519126783855
45,S,Joint Action-Rationale,oracle,unsafe_acceptance_rate_90,0.46270112140419306
45,S,Joint Action-Rationale,oracle,ece,0.126314054750451
45,S,Joint Action-Rationale,oracle,correctness_auroc,1.0
45,S,Joint Action-Rationale,oracle,exact_set_error_rate,0.5163484748738205
45,S,Joint Action-Rationale,original,aurc,0.39148755494536613
45,S,Joint Action-Rationale,original,unsafe_acceptance_rate_90,0.48829839102876643
45,S,Joint Action-Rationale,original,ece,0.3326254916523207
45,S,Joint Action-Rationale,original,correctness_auroc,0.6580834174699172
45,S,Joint Action-Rationale,original,exact_set_error_rate,0.5163484748738205
45,S,Joint Action-Rationale,random,aurc,0.5236128260560824
45,S,Joint Action-Rationale,random,unsafe_acceptance_rate_90,0.515602145294978
45,S,Joint Action-Rationale,random,ece,0.25805623164046554
45,S,Joint Action-Rationale,random,correctness_auroc,0.4894786205662463
45,S,Joint Action-Rationale,random,exact_set_error_rate,0.5163484748738205
45,S,Joint Action-Rationale,adversarial,aurc,0.857588022027484
45,S,Joint Action-Rationale,adversarial,unsafe_acceptance_rate_90,0.5736226231106777
45,S,Joint Action-Rationale,adversarial,ece,0.876314054750451
45,S,Joint Action-Rationale,adversarial,correctness_auroc,0.0
45,S,Joint Action-Rationale,adversarial,exact_set_error_rate,0.5163484748738205
45,C1_action,Action-Only,identity,self,0.0
45,C1_action,Action-Only,correct,brightness,0.10730743910467412
45,C1_action,Action-Only,correct,blur,0.13276278253236778
45,C1_action,Action-Only,correct,noise,0.13846829054202325
45,C1_action,Action-Only,correct,mean_three,0.1261795040596884
45,C1_action,Action-Only,wrong,brightness,0.7913100724160632
45,C1_action,Action-Only,wrong,blur,0.7921878428790872
45,C1_action,Action-Only,wrong,noise,0.783410138248848
45,C1_action,Action-Only,wrong,mean_three,0.7889693511813327
45,C1_action,Joint Action-Rationale,identity,self,0.0
45,C1_action,Joint Action-Rationale,correct,brightness,0.07746324336186088
45,C1_action,Joint Action-Rationale,correct,blur,0.11718235681369323
45,C1_action,Joint Action-Rationale,correct,noise,0.10138248847926268
45,C1_action,Joint Action-Rationale,correct,mean_three,0.09867602955160559
45,C1_action,Joint Action-Rationale,wrong,brightness,0.7987711213517665
45,C1_action,Joint Action-Rationale,wrong,blur,0.7996488918147905
45,C1_action,Joint Action-Rationale,wrong,noise,0.7994294491990345
45,C1_action,Joint Action-Rationale,wrong,mean_three,0.7992831541218638
45,C1_rationale,Joint Action-Rationale,identity,self,1.0
45,C1_rationale,Joint Action-Rationale,correct,brightness,0.9328907907248921
45,C1_rationale,Joint Action-Rationale,correct,blur,0.8945614805061809
45,C1_rationale,Joint Action-Rationale,correct,noise,0.9163082437275986
45,C1_rationale,Joint Action-Rationale,correct,mean_three,0.9145868383195572
45,C1_rationale,Joint Action-Rationale,wrong,brightness,0.14203789042498718
45,C1_rationale,Joint Action-Rationale,wrong,blur,0.13917782166630094
45,C1_rationale,Joint Action-Rationale,wrong,noise,0.14256455270280158
45,C1_rationale,Joint Action-Rationale,wrong,mean_three,0.14126008826469658
46,A,Action-Only,perfect,macro_f1,1.0
46,A,Action-Only,perfect,micro_f1,1.0
46,A,Action-Only,original,macro_f1,0.6836639955213245
46,A,Action-Only,original,micro_f1,0.7130398086932058
46,A,Action-Only,row_destroyed,macro_f1,0.37834206550988125
46,A,Action-Only,row_destroyed,micro_f1,0.41299760866507246
46,A,Action-Only,class_destroyed,macro_f1,0.32979746677002164
46,A,Action-Only,class_destroyed,micro_f1,0.32423688282458857
46,A,Action-Only,row_and_class_destroyed,macro_f1,0.3747052886029809
46,A,Action-Only,row_and_class_destroyed,micro_f1,0.39513293008862005
46,A,Joint Action-Rationale,perfect,macro_f1,1.0
46,A,Joint Action-Rationale,perfect,micro_f1,1.0
46,A,Joint Action-Rationale,original,macro_f1,0.6824921978165104
46,A,Joint Action-Rationale,original,micro_f1,0.7217043941411452
46,A,Joint Action-Rationale,row_destroyed,macro_f1,0.34926015428760937
46,A,Joint Action-Rationale,row_destroyed,micro_f1,0.3994673768308921
46,A,Joint Action-Rationale,class_destroyed,macro_f1,0.30638877664663866
46,A,Joint Action-Rationale,class_destroyed,micro_f1,0.3022636484687084
46,A,Joint Action-Rationale,row_and_class_destroyed,macro_f1,0.345654487472902
46,A,Joint Action-Rationale,row_and_class_destroyed,micro_f1,0.3771267939044237
46,R,Joint Action-Rationale,perfect,macro_f1,1.0
46,R,Joint Action-Rationale,perfect,micro_f1,1.0
46,R,Joint Action-Rationale,original,macro_f1,0.24582372499885144
46,R,Joint Action-Rationale,original,micro_f1,0.4736375981578792
46,R,Joint Action-Rationale,row_destroyed,macro_f1,0.06756776914038498
46,R,Joint Action-Rationale,row_destroyed,micro_f1,0.14878668004959555
46,R,Joint Action-Rationale,class_destroyed,macro_f1,0.023745301330744976
46,R,Joint Action-Rationale,class_destroyed,micro_f1,0.03353604534451202
46,R,Joint Action-Rationale,row_and_class_destroyed,macro_f1,0.041160722228675846
46,R,Joint Action-Rationale,row_and_class_destroyed,micro_f1,0.075338017358446
46,S,Action-Only,oracle,aurc,0.16540424072095564
46,S,Action-Only,oracle,unsafe_acceptance_rate_90,0.46318868844466116
46,S,Action-Only,oracle,ece,0.12537106802277964
46,S,Action-Only,oracle,correctness_auroc,1.0
46,S,Action-Only,oracle,exact_set_error_rate,0.5167873601053324
46,S,Action-Only,original,aurc,0.38590374051112847
46,S,Action-Only,original,unsafe_acceptance_rate_90,0.48659190638712824
46,S,Action-Only,original,ece,0.32320952659117813
46,S,Action-Only,original,correctness_auroc,0.6703146724363684
46,S,Action-Only,original,exact_set_error_rate,0.5167873601053324
46,S,Action-Only,random,aurc,0.51575701624024
46,S,Action-Only,random,unsafe_acceptance_rate_90,0.5173086299366163
46,S,Action-Only,random,ece,0.25322849409383397
46,S,Action-Only,random,correctness_auroc,0.4970287578750065
46,S,Action-Only,random,exact_set_error_rate,0.5167873601053324
46,S,Action-Only,adversarial,aurc,0.8578779751702433
46,S,Action-Only,adversarial,unsafe_acceptance_rate_90,0.5741101901511457
46,S,Action-Only,adversarial,ece,0.8753710680227798
46,S,Action-Only,adversarial,correctness_auroc,0.0
46,S,Action-Only,adversarial,exact_set_error_rate,0.5167873601053324
46,S,Joint Action-Rationale,oracle,aurc,0.1413987719589191
46,S,Joint Action-Rationale,oracle,unsafe_acceptance_rate_90,0.42467089224768406
46,S,Joint Action-Rationale,oracle,ece,0.12620122675936044
46,S,Joint Action-Rationale,oracle,correctness_auroc,1.0
46,S,Joint Action-Rationale,oracle,exact_set_error_rate,0.48211542681588765
46,S,Joint Action-Rationale,original,aurc,0.3408557621801786
46,S,Joint Action-Rationale,original,unsafe_acceptance_rate_90,0.4500243783520234
46,S,Joint Action-Rationale,original,ece,0.2843486672811002
46,S,Joint Action-Rationale,original,correctness_auroc,0.6744021122794566
46,S,Joint Action-Rationale,original,exact_set_error_rate,0.48211542681588765
46,S,Joint Action-Rationale,random,aurc,0.48679927403198964
46,S,Joint Action-Rationale,random,unsafe_acceptance_rate_90,0.4807411019015115
46,S,Joint Action-Rationale,random,ece,0.2554229202513937
46,S,Joint Action-Rationale,random,correctness_auroc,0.4903799865764563
46,S,Joint Action-Rationale,random,exact_set_error_rate,0.48211542681588765
46,S,Joint Action-Rationale,adversarial,aurc,0.8337963908723482
46,S,Joint Action-Rationale,adversarial,unsafe_acceptance_rate_90,0.5355923939541687
46,S,Joint Action-Rationale,adversarial,ece,0.8762012267593604
46,S,Joint Action-Rationale,adversarial,correctness_auroc,0.0
46,S,Joint Action-Rationale,adversarial,exact_set_error_rate,0.48211542681588765
46,C1_action,Action-Only,identity,self,0.0
46,C1_action,Action-Only,correct,brightness,0.09589642308536318
46,C1_action,Action-Only,correct,blur,0.12332675005486066
46,C1_action,Action-Only,correct,noise,0.1152073732718894
46,C1_action,Action-Only,correct,mean_three,0.11147684880403774
46,C1_action,Action-Only,wrong,brightness,0.8005266622778143
46,C1_action,Action-Only,wrong,blur,0.7967961378099627
46,C1_action,Action-Only,wrong,noise,0.7948211542681589
46,C1_action,Action-Only,wrong,mean_three,0.7973813181186453
46,C1_action,Joint Action-Rationale,identity,self,0.0
46,C1_action,Joint Action-Rationale,correct,brightness,0.05069124423963134
46,C1_action,Joint Action-Rationale,correct,blur,0.08009655475093264
46,C1_action,Joint Action-Rationale,correct,noise,0.06824665350010972
46,C1_action,Joint Action-Rationale,correct,mean_three,0.06634481749689124
46,C1_action,Joint Action-Rationale,wrong,brightness,0.7520298441957428
46,C1_action,Joint Action-Rationale,wrong,blur,0.7485187623436471
46,C1_action,Joint Action-Rationale,wrong,noise,0.7482993197278912
46,C1_action,Joint Action-Rationale,wrong,mean_three,0.7496159754224271
46,C1_rationale,Joint Action-Rationale,identity,self,1.0
46,C1_rationale,Joint Action-Rationale,correct,brightness,0.9453514739229026
46,C1_rationale,Joint Action-Rationale,correct,blur,0.9232170287469827
46,C1_rationale,Joint Action-Rationale,correct,noise,0.9396423085363177
46,C1_rationale,Joint Action-Rationale,correct,mean_three,0.9360702704020678
46,C1_rationale,Joint Action-Rationale,wrong,brightness,0.1456184624387389
46,C1_rationale,Joint Action-Rationale,wrong,blur,0.14260844122595273
46,C1_rationale,Joint Action-Rationale,wrong,noise,0.14648526077097504
46,C1_rationale,Joint Action-Rationale,wrong,mean_three,0.14490405481188887
47,A,Action-Only,perfect,macro_f1,1.0
47,A,Action-Only,perfect,micro_f1,1.0
47,A,Action-Only,original,macro_f1,0.6813323662454802
47,A,Action-Only,original,micro_f1,0.716514487022791
47,A,Action-Only,row_destroyed,macro_f1,0.36587622496097094
47,A,Action-Only,row_destroyed,micro_f1,0.40793730677978285
47,A,Action-Only,class_destroyed,macro_f1,0.3115720953830665
47,A,Action-Only,class_destroyed,micro_f1,0.30728305413760876
47,A,Action-Only,row_and_class_destroyed,macro_f1,0.36018323811884406
47,A,Action-Only,row_and_class_destroyed,micro_f1,0.3875188726723704
47,A,Joint Action-Rationale,perfect,macro_f1,1.0
47,A,Joint Action-Rationale,perfect,micro_f1,1.0
47,A,Joint Action-Rationale,original,macro_f1,0.678809184870399
47,A,Joint Action-Rationale,original,micro_f1,0.7151962914674779
47,A,Joint Action-Rationale,row_destroyed,macro_f1,0.3679001017246391
47,A,Joint Action-Rationale,row_destroyed,micro_f1,0.4075039837751702
47,A,Joint Action-Rationale,class_destroyed,macro_f1,0.3102313116772346
47,A,Joint Action-Rationale,class_destroyed,micro_f1,0.30493988121106763
47,A,Joint Action-Rationale,row_and_class_destroyed,macro_f1,0.35845719781463115
47,A,Joint Action-Rationale,row_and_class_destroyed,micro_f1,0.38490511371867303
47,R,Joint Action-Rationale,perfect,macro_f1,1.0
47,R,Joint Action-Rationale,perfect,micro_f1,1.0
47,R,Joint Action-Rationale,original,macro_f1,0.30405073603883065
47,R,Joint Action-Rationale,original,micro_f1,0.5267993874425727
47,R,Joint Action-Rationale,row_destroyed,macro_f1,0.08280361235264694
47,R,Joint Action-Rationale,row_destroyed,micro_f1,0.16014001312623058
47,R,Joint Action-Rationale,class_destroyed,macro_f1,0.02900587668887983
47,R,Joint Action-Rationale,class_destroyed,micro_f1,0.04298840516298403
47,R,Joint Action-Rationale,row_and_class_destroyed,macro_f1,0.04500104213525698
47,R,Joint Action-Rationale,row_and_class_destroyed,micro_f1,0.07635090789761541
47,S,Action-Only,oracle,aurc,0.16444828678803686
47,S,Action-Only,oracle,unsafe_acceptance_rate_90,0.4617259873232569
47,S,Action-Only,oracle,ece,0.12582782270346757
47,S,Action-Only,oracle,correctness_auroc,1.0
47,S,Action-Only,oracle,exact_set_error_rate,0.5154707044107966
47,S,Action-Only,original,aurc,0.39964274154775264
47,S,Action-Only,original,unsafe_acceptance_rate_90,0.48293515358361777
47,S,Action-Only,original,ece,0.32161031577789595
47,S,Action-Only,original,correctness_auroc,0.6699373114368742
47,S,Action-Only,original,exact_set_error_rate,0.5154707044107966
