file_name,passed,state,detector_confidence,box_width,box_height,box_aspect_h_w,red_score,green_score,dominance_ratio,strict_pixel_count,strict_area_fraction,strict_y_centroid,strict_largest_component,strict_largest_fraction,strict_component_fill
37e0eea3-f3175d19.jpg,True,green,0.357719361782074,18,30,1.6666666666666667,0.0,0.033229187282585296,3322918.7282585297,0,0.0,-1.0,0,0.0,0.0
3c90d181-9e6a32e5.jpg,True,red,0.39343735575675964,26,51,1.9615384615384615,0.23710994641776123,0.0,23710994.641776122,253,0.1907993966817496,0.49541501976284585,194,0.14630467571644043,0.7578125
3e8f9a6b-ee66c702.jpg,False,red,0.38808026909828186,31,56,1.8064516129032258,0.014840773337277017,0.0,1484077.3337277016,0,0.0,-1.0,0,0.0,0.0
43407e86-b7a933e4.jpg,True,red,0.5586082339286804,20,31,1.55,0.017347763777907633,0.0,1734776.3777907633,3,0.004838709677419355,0.2111111111111111,2,0.0032258064516129032,1.0
4766b490-db8d49ad.jpg,True,green,0.7638591527938843,52,121,2.326923076923077,0.0,0.056965209262916636,5696520.926291663,281,0.04465988556897648,0.8290925266903915,272,0.04322949777495232,0.5887445887445888
488480d6-e285e40b_1.jpg,True,green,0.4016433358192444,37,63,1.7027027027027026,0.002565173802028405,0.06831004961325879,26.629793879558093,122,0.05233805233805234,0.7574034902168165,122,0.05233805233805234,0.6703296703296703
48ba7adf-56aaa659_3.jpg,True,green,0.6316242218017578,22,53,2.409090909090909,0.0,0.05673098814745351,5673098.814745351,70,0.060034305317324184,0.8291208791208791,70,0.060034305317324184,0.7954545454545454
4a86c8ef-fd65d5f7_1.jpg,True,red,0.42467600107192993,16,43,2.6875,0.08328878158248089,0.0,8328878.158248088,58,0.08430232558139535,0.2824302134646962,50,0.07267441860465117,0.8928571428571429
4e3102a7-44404f1c_1.jpg,True,green,0.6476032137870789,20,39,1.95,0.0,0.05644761018357599,5644761.018357599,49,0.06282051282051282,0.7986036519871106,49,0.06282051282051282,0.765625
546e4d94-eeef441d.jpg,False,red,0.498089075088501,43,74,1.7209302325581395,0.13461079098686018,0.0,13461079.098686019,767,0.2410433689503457,0.5298172920647961,767,0.2410433689503457,0.8336956521739131
5755fabd-347b9f33_3.jpg,True,red,0.47246572375297546,22,38,1.7272727272727273,0.04064687714017634,0.0,4064687.714017634,48,0.05741626794258373,0.3338963963963964,48,0.05741626794258373,0.75
5a2349c6-31451a46_3.jpg,True,green,0.592596173286438,28,54,1.9285714285714286,0.0006134808573350311,0.0792978938766758,129.25895393239634,103,0.06812169312169312,0.6354643707638761,101,0.0667989417989418,0.3300653594771242
5d27f0e4-56996797_1.jpg,True,green,0.492645800113678,27,64,2.3703703703703702,0.0,0.07799251916474224,7799251.916474224,137,0.07928240740740741,0.7221642915073572,137,0.07928240740740741,0.6523809523809524
608e3aa4-010de0fc.jpg,False,red,0.4628331959247589,35,69,1.9714285714285715,0.24491135003254932,0.0,24491135.00325493,991,0.410351966873706,0.5107437525969015,991,0.410351966873706,0.570852534562212
625435f7-ce7ebb58.jpg,True,red,0.4217994809150696,41,46,1.1219512195121952,0.2814533341794449,0.0,28145333.41794449,366,0.19406150583244963,0.4734061930783242,359,0.19034994697773064,0.3640973630831643
6293d2da-161e4597_1.jpg,True,red,0.4768308699131012,28,54,1.9285714285714286,0.13199159487367076,0.0,13199159.487367077,201,0.13293650793650794,0.1890547263681592,201,0.13293650793650794,0.7389705882352942
6335470d-dd72d0e5_1.jpg,True,green,0.35621482133865356,27,42,1.5555555555555556,0.0,0.25933541146818845,25933541.146818843,336,0.2962962962962963,0.4464285714285714,336,0.2962962962962963,0.6086956521739131
65a435cf-70840648.jpg,True,red,0.4368692934513092,30,48,1.6,0.2645732328315153,0.0,26457323.28315153,301,0.20902777777777778,0.46525765179896794,292,0.20277777777777778,0.4492307692307692
66fab43d-da7916dd_1.jpg,False,red,0.524263858795166,38,54,1.4210526315789473,0.2615722280260461,0.0,26157222.802604612,698,0.3401559454191033,0.4444234200140564,697,0.33966861598440545,0.5411490683229814
73fe8b3d-48b199a5_1.jpg,False,green,0.6932156682014465,29,37,1.2758620689655173,0.0002759992387791962,0.03827894982301658,138.69222970444622,51,0.047530288909599254,0.7875816993464052,51,0.047530288909599254,0.796875
77e31cc0-f5f29843_1.jpg,False,green,0.6128078103065491,17,37,2.176470588235294,0.0,0.01241294780730372,1241294.7807303718,3,0.0047694753577106515,0.6944444444444444,3,0.0047694753577106515,1.0
79b0610d-cb2d3316_1.jpg,True,green,0.5552927851676941,40,110,2.75,0.0,0.10399964801690834,10399964.801690834,417,0.09477272727272727,0.8294942028028952,417,0.09477272727272727,0.7581818181818182
7cc04f10-bb0f1b20.jpg,True,green,0.4163740873336792,18,44,2.4444444444444446,0.0,0.04131704246481368,4131704.246481368,30,0.03787878787878788,0.6968992248062015,30,0.03787878787878788,0.8333333333333334
83574518-a1c81a98_1.jpg,True,green,0.8048733472824097,20,48,2.4,0.0005294160993886214,0.050576100915183456,95.53185287260737,54,0.05625,0.7237982663514578,54,0.05625,0.75
83a111fa-c1080cf6.jpg,True,green,0.35362479090690613,24,50,2.0833333333333335,0.0,0.04320991172324369,4320991.172324369,54,0.045,0.7150415721844293,54,0.045,0.75
861b341f-54bc9743.jpg,True,green,0.36694279313087463,23,57,2.4782608695652173,0.00767864312208114,0.10184748537597678,13.26373471936707,115,0.08771929824561403,0.7541925465838509,115,0.08771929824561403,0.6804733727810651
8b2d3a2b-77cf3766_3.jpg,True,green,0.679744303226471,33,79,2.393939393939394,0.0,0.026115275659667057,2611527.565966706,85,0.032604526275412354,0.7923076923076923,85,0.032604526275412354,0.7083333333333334
8b48acc3-7f1b9397_3.jpg,False,red,0.6576784253120422,13,31,2.3846153846153846,0.059484945074907196,0.0,5948494.50749072,7,0.017369727047146403,0.43333333333333335,6,0.01488833746898263,1.0
8cb14fde-4dd7fd73.jpg,True,green,0.6028977632522583,37,88,2.3783783783783785,0.0,0.08638467647189405,8638467.647189405,264,0.08108108108108109,0.7941919191919192,264,0.08108108108108109,0.6
8e229c9b-f190c2a4.jpg,True,green,0.5677624940872192,46,47,1.0217391304347827,0.00028945700622008057,0.025411526288742863,87.7903306628616,57,0.026364477335800184,0.7749809305873379,56,0.025901942645698426,0.7777777777777778
9498af06-91111910_1.jpg,True,green,0.44260427355766296,17,38,2.235294117647059,0.0,0.07352658346736483,7352658.346736483,51,0.07894736842105263,0.9231584525702172,51,0.07894736842105263,0.9107142857142857
98eb1206-a3037c4b_1.jpg,True,red,0.42705461382865906,38,51,1.3421052631578947,0.42506524968927867,0.0,42506524.96892787,638,0.32920536635706915,0.3921943573667711,623,0.32146542827657376,0.43173943173943174
9d7a02f9-9cbb9050_1.jpg,False,green,0.452053040266037,29,37,1.2758620689655173,0.0,0.020082239247044796,2008223.9247044795,1,0.0009319664492078285,0.7222222222222222,1,0.0009319664492078285,1.0
9e4a1e38-81e71e95_3.jpg,True,red,0.3743813931941986,25,66,2.64,0.2592312713675873,0.0,25923127.136758726,595,0.3606060606060606,0.3872527472527472,594,0.36,0.5380434782608695
9e75b2a9-98437b5b_1.jpg,True,red,0.4340346157550812,40,45,1.125,0.034786956600402555,0.0,3478695.6600402556,68,0.03777777777777778,0.21290106951871657,67,0.03722222222222222,0.5583333333333333
9fa7e629-74e7dae7_3.jpg,False,green,0.5394642353057861,19,35,1.8421052631578947,0.0,0.038312680133062146,3831268.0133062145,29,0.04360902255639098,0.7860040567951319,29,0.04360902255639098,0.6904761904761905
a2b9a29c-3c492160_1.jpg,True,green,0.37011802196502686,31,62,2.0,0.0,0.520754286452701,52075428.6452701,228,0.1186264308012487,0.5391141788898475,121,0.06295525494276795,0.3235294117647059
a8305048-bd7134f0.jpg,True,red,0.5817887783050537,16,40,2.5,0.05343675071239569,0.0,5343675.071239569,29,0.0453125,0.33156498673740054,29,0.0453125,0.4603174603174603
aaa76e5e-1f5bc10c_3.jpg,True,green,0.574466347694397,29,70,2.413793103448276,0.0,0.03992901916444102,3992901.916444102,107,0.05270935960591133,0.7394013273736963,107,0.05270935960591133,0.7482517482517482
afb4c2d6-270e1a9c.jpg,True,green,0.5125114917755127,21,36,1.7142857142857142,0.0,0.020368870911173644,2036887.0911173644,21,0.027777777777777776,0.8163265306122449,21,0.027777777777777776,0.875
b0a2a5d9-136b6766_3.jpg,True,red,0.3829077482223511,59,67,1.1355932203389831,0.03842937078462605,0.0,3842937.078462605,187,0.04730584366304073,0.18189920596337708,186,0.047052871237035165,0.3381818181818182
b112e05e-28cf1b8f.jpg,False,red,0.5883554816246033,35,54,1.542857142857143,0.01828707927102662,0.0,1828707.927102662,34,0.01798941798941799,0.14705882352941177,32,0.016931216931216932,0.5925925925925926
b49a1b50-aad00d19.jpg,True,red,0.4114498496055603,33,49,1.4848484848484849,0.25792651483018153,0.0,25792651.483018152,518,0.3203463203463203,0.4386261261261261,493,0.3048855905998763,0.4969758064516129
b59d9baf-e6b58cf2.jpg,False,red,0.37643370032310486,19,34,1.7894736842105263,0.025364594162017317,0.0005433044783148351,46.68578149896823,3,0.0046439628482972135,0.30303030303030304,3,0.0046439628482972135,0.5
b84eef86-eb4bb6e0_3.jpg,True,green,0.45012521743774414,45,84,1.8666666666666667,0.0,0.09526502210777942,9526502.210777942,328,0.08677248677248678,0.7144064061122539,328,0.08677248677248678,0.5046153846153846
bcbbfe2a-33e57bea.jpg,True,red,0.4057069420814514,23,39,1.6956521739130435,0.05284491865381963,0.0,5284491.865381963,49,0.054626532887402456,0.1852846401718582,46,0.05128205128205128,0.5227272727272727
be2c1849-5faf51d5_3.jpg,True,green,0.36539649963378906,33,48,1.4545454545454546,0.0,0.1987826686020254,19878266.86020254,305,0.19255050505050506,0.6304150680153471,305,0.19255050505050506,0.6314699792960663
be4f3873-33c738a5_1.jpg,False,green,0.5184478759765625,35,46,1.3142857142857143,0.000272879953847042,0.011347266593313017,41.583364528394505,1,0.0006211180124223603,0.6444444444444445,1,0.0006211180124223603,1.0
bfc06497-fc2b4581.jpg,True,green,0.7511541843414307,29,60,2.0689655172413794,0.0,0.05136358689732638,5136358.689732638,96,0.05517241379310345,0.759180790960452,96,0.05517241379310345,0.7272727272727273
c2ef33b3-561067be.jpg,True,red,0.5372357964515686,27,55,2.037037037037037,0.2707875685030264,0.0,27078756.850302637,527,0.3548821548821549,0.3912432356455127,527,0.3548821548821549,0.487962962962963
c308561a-7b825f0b.jpg,True,red,0.6234321594238281,15,38,2.533333333333333,0.0730362979389129,0.0,7303629.79389129,53,0.09298245614035087,0.22641509433962267,53,0.09298245614035087,0.7571428571428571
c31625c9-9e5a7d0c_1.jpg,True,green,0.5466251373291016,20,36,1.8,0.0004899168997343908,0.031132867951743044,63.54724233563238,25,0.034722222222222224,0.8011428571428572,25,0.034722222222222224,0.5952380952380952
c56d9ab9-fd988840_1.jpg,True,green,0.6685149669647217,21,62,2.9523809523809526,0.0,0.021030863531680977,2103086.353168098,38,0.029185867895545316,0.8339085418464194,38,0.029185867895545316,0.6785714285714286
c680eea3-5a7f9086.jpg,True,red,0.4592324495315552,26,50,1.9230769230769231,0.07460786627489253,0.0,7460786.627489253,187,0.14384615384615385,0.7761650114591291,187,0.14384615384615385,0.8311111111111111
d3fdd509-b8408ec2.jpg,True,red,0.3845606744289398,24,38,1.5833333333333333,0.05893642746359759,0.0019277558167077916,30.572558491484063,49,0.0537280701754386,0.17319360176503032,49,0.0537280701754386,0.6125
eb62b231-5796edd4.jpg,True,green,0.6384177803993225,28,64,2.2857142857142856,0.0,0.0347564302393391,3475643.0239339103,73,0.040736607142857144,0.7834311806914546,73,0.040736607142857144,0.6083333333333333
f86fc0c8-e4366649.jpg,True,red,0.719756007194519,27,51,1.8888888888888888,0.06707093308174518,0.001422747807328842,47.14182846478495,114,0.08278867102396514,0.1712280701754386,114,0.08278867102396514,0.6785714285714286
fdc8f537-5d675d42_1.jpg,True,green,0.37771549820899963,19,37,1.9473684210526316,0.0,0.05253144804954718,5253144.804954718,38,0.05405405405405406,0.6864035087719298,38,0.05405405405405406,0.4318181818181818
