record_type,seed,family,axis,component,level,value,class_index,f1,target_positive,predicted_positive,diagnostic
rationale_class,43,brightness,R,joint_rationale,1,,14,0.0,69,0,
rationale_class,43,brightness,R,joint_rationale,1,,15,0.5535353535353535,860,625,
rationale_class,43,brightness,R,joint_rationale,1,,16,0.38138825324180015,897,414,
rationale_class,43,brightness,R,joint_rationale,1,,17,0.42201834862385323,713,377,
rationale_class,43,brightness,R,joint_rationale,1,,18,0.6209829867674859,1182,934,
rationale_class,43,brightness,R,joint_rationale,1,,19,0.26833976833976836,826,210,
rationale_class,43,brightness,R,joint_rationale,1,,20,0.31785714285714284,403,157,
action_class,43,brightness,A,action_only,2,,0,0.8038036095478363,2484,2669,
action_class,43,brightness,A,action_only,2,,1,0.74933138828106,2103,2010,
action_class,43,brightness,A,action_only,2,,2,0.54421768707483,1225,980,
action_class,43,brightness,A,action_only,2,,3,0.5829268292682926,1339,1121,
safety_diagnostic,43,brightness,S,action_only,2,0.3726503155830897,,,,,tie_averaged_aurc
safety_diagnostic,43,brightness,S,action_only,2,0.3726640751144351,,,,,canonical_stable_aurc
safety_diagnostic,43,brightness,S,action_only,2,0.49366162847391515,,,,,unsafe_acceptance_rate_90
safety_diagnostic,43,brightness,S,action_only,2,0.6812837661773647,,,,,correctness_auroc
safety_diagnostic,43,brightness,S,action_only,2,0.3264058429466494,,,,,ece
safety_diagnostic,43,brightness,S,action_only,2,0.5227123107307439,,,,,exact_set_error_rate
safety_diagnostic,43,brightness,S,action_only,2,0.21978021978021978,,,,,highest_confidence_decile_error_rate
safety_diagnostic,43,brightness,S,action_only,2,0.7846153846153846,,,,,lowest_confidence_decile_error_rate
action_class,43,brightness,A,joint,2,,0,0.8065586570368924,2484,2639,
action_class,43,brightness,A,joint,2,,1,0.762460491125699,2103,2010,
action_class,43,brightness,A,joint,2,,2,0.574523396880416,1225,1083,
action_class,43,brightness,A,joint,2,,3,0.6072252113758647,1339,1263,
safety_diagnostic,43,brightness,S,joint,2,0.3612815771540439,,,,,tie_averaged_aurc
safety_diagnostic,43,brightness,S,joint,2,0.36130758348424286,,,,,canonical_stable_aurc
safety_diagnostic,43,brightness,S,joint,2,0.48464163822525597,,,,,unsafe_acceptance_rate_90
safety_diagnostic,43,brightness,S,joint,2,0.6942125635899937,,,,,correctness_auroc
safety_diagnostic,43,brightness,S,joint,2,0.3320255150483307,,,,,ece
safety_diagnostic,43,brightness,S,joint,2,0.5139346061005047,,,,,exact_set_error_rate
safety_diagnostic,43,brightness,S,joint,2,0.2153846153846154,,,,,highest_confidence_decile_error_rate
safety_diagnostic,43,brightness,S,joint,2,0.778021978021978,,,,,lowest_confidence_decile_error_rate
rationale_class,43,brightness,R,joint_rationale,2,,0,0.6407832545577312,1574,1388,
rationale_class,43,brightness,R,joint_rationale,2,,1,0.5077298616761595,667,562,
rationale_class,43,brightness,R,joint_rationale,2,,2,0.39447731755424065,941,580,
rationale_class,43,brightness,R,joint_rationale,2,,3,0.6115879828326181,1083,781,
rationale_class,43,brightness,R,joint_rationale,2,,4,0.48337028824833705,302,149,
rationale_class,43,brightness,R,joint_rationale,2,,5,0.0,39,0,
rationale_class,43,brightness,R,joint_rationale,2,,6,0.0,34,0,
rationale_class,43,brightness,R,joint_rationale,2,,7,0.7498721227621483,1037,918,
rationale_class,43,brightness,R,joint_rationale,2,,8,0.0,89,0,
rationale_class,43,brightness,R,joint_rationale,2,,9,0.0,29,0,
rationale_class,43,brightness,R,joint_rationale,2,,10,0.0,136,0,
rationale_class,43,brightness,R,joint_rationale,2,,11,0.0,68,0,
rationale_class,43,brightness,R,joint_rationale,2,,12,0.0,23,0,
rationale_class,43,brightness,R,joint_rationale,2,,13,0.022598870056497175,175,2,
rationale_class,43,brightness,R,joint_rationale,2,,14,0.0,69,0,
rationale_class,43,brightness,R,joint_rationale,2,,15,0.5485175202156334,860,624,
rationale_class,43,brightness,R,joint_rationale,2,,16,0.3778801843317972,897,405,
rationale_class,43,brightness,R,joint_rationale,2,,17,0.4292237442922374,713,382,
rationale_class,43,brightness,R,joint_rationale,2,,18,0.6159659896079358,1182,935,
rationale_class,43,brightness,R,joint_rationale,2,,19,0.2655038759689923,826,206,
rationale_class,43,brightness,R,joint_rationale,2,,20,0.3225806451612903,403,155,
action_class,43,brightness,A,action_only,3,,0,0.8041795665634675,2484,2684,
action_class,43,brightness,A,action_only,3,,1,0.7497560975609756,2103,1997,
action_class,43,brightness,A,action_only,3,,2,0.5477064220183486,1225,955,
action_class,43,brightness,A,action_only,3,,3,0.5795685795685795,1339,1118,
safety_diagnostic,43,brightness,S,action_only,3,0.3668277842343812,,,,,tie_averaged_aurc
safety_diagnostic,43,brightness,S,action_only,3,0.36682637274700275,,,,,canonical_stable_aurc
safety_diagnostic,43,brightness,S,action_only,3,0.48829839102876643,,,,,unsafe_acceptance_rate_90
safety_diagnostic,43,brightness,S,action_only,3,0.6826382452352272,,,,,correctness_auroc
safety_diagnostic,43,brightness,S,action_only,3,0.3202018180687181,,,,,ece
safety_diagnostic,43,brightness,S,action_only,3,0.5174456879526004,,,,,exact_set_error_rate
safety_diagnostic,43,brightness,S,action_only,3,0.210989010989011,,,,,highest_confidence_decile_error_rate
safety_diagnostic,43,brightness,S,action_only,3,0.7802197802197802,,,,,lowest_confidence_decile_error_rate
action_class,43,brightness,A,joint,3,,0,0.8050830889540567,2484,2631,
action_class,43,brightness,A,joint,3,,1,0.7619966240655895,2103,2044,
action_class,43,brightness,A,joint,3,,2,0.5821678321678322,1225,1063,
action_class,43,brightness,A,joint,3,,3,0.6047765793528506,1339,1257,
safety_diagnostic,43,brightness,S,joint,3,0.3586599836988562,,,,,tie_averaged_aurc
safety_diagnostic,43,brightness,S,joint,3,0.35866965325232036,,,,,canonical_stable_aurc
safety_diagnostic,43,brightness,S,joint,3,0.48196001950268164,,,,,unsafe_acceptance_rate_90
safety_diagnostic,43,brightness,S,joint,3,0.6911048722345235,,,,,correctness_auroc
safety_diagnostic,43,brightness,S,joint,3,0.33041392066247754,,,,,ece
safety_diagnostic,43,brightness,S,joint,3,0.5126179504059688,,,,,exact_set_error_rate
safety_diagnostic,43,brightness,S,joint,3,0.2021978021978022,,,,,highest_confidence_decile_error_rate
safety_diagnostic,43,brightness,S,joint,3,0.789010989010989,,,,,lowest_confidence_decile_error_rate
rationale_class,43,brightness,R,joint_rationale,3,,0,0.6376910016977929,1574,1371,
rationale_class,43,brightness,R,joint_rationale,3,,1,0.5066006600660066,667,545,
rationale_class,43,brightness,R,joint_rationale,3,,2,0.38517538054268696,941,570,
rationale_class,43,brightness,R,joint_rationale,3,,3,0.6075814201815269,1083,790,
rationale_class,43,brightness,R,joint_rationale,3,,4,0.47555555555555556,302,148,
rationale_class,43,brightness,R,joint_rationale,3,,5,0.0,39,0,
rationale_class,43,brightness,R,joint_rationale,3,,6,0.0,34,0,
rationale_class,43,brightness,R,joint_rationale,3,,7,0.7425641025641025,1037,913,
rationale_class,43,brightness,R,joint_rationale,3,,8,0.0,89,0,
rationale_class,43,brightness,R,joint_rationale,3,,9,0.0,29,0,
rationale_class,43,brightness,R,joint_rationale,3,,10,0.0,136,0,
rationale_class,43,brightness,R,joint_rationale,3,,11,0.0,68,0,
rationale_class,43,brightness,R,joint_rationale,3,,12,0.0,23,0,
rationale_class,43,brightness,R,joint_rationale,3,,13,0.022598870056497175,175,2,
rationale_class,43,brightness,R,joint_rationale,3,,14,0.0,69,0,
rationale_class,43,brightness,R,joint_rationale,3,,15,0.5539280958721704,860,642,
rationale_class,43,brightness,R,joint_rationale,3,,16,0.3684210526315789,897,395,
rationale_class,43,brightness,R,joint_rationale,3,,17,0.4284412032816773,713,384,
rationale_class,43,brightness,R,joint_rationale,3,,18,0.6254102203469292,1182,951,
rationale_class,43,brightness,R,joint_rationale,3,,19,0.26833976833976836,826,210,
rationale_class,43,brightness,R,joint_rationale,3,,20,0.31521739130434784,403,149,
action_class,43,brightness,A,action_only,4,,0,0.8032596041909197,2484,2670,
action_class,43,brightness,A,action_only,4,,1,0.7515830491962981,2103,2003,
action_class,43,brightness,A,action_only,4,,2,0.5376838235294118,1225,951,
action_class,43,brightness,A,action_only,4,,3,0.5739983646770237,1339,1107,
safety_diagnostic,43,brightness,S,action_only,4,0.37429103237206407,,,,,tie_averaged_aurc
safety_diagnostic,43,brightness,S,action_only,4,0.3743061208015953,,,,,canonical_stable_aurc
safety_diagnostic,43,brightness,S,action_only,4,0.492198927352511,,,,,unsafe_acceptance_rate_90
safety_diagnostic,43,brightness,S,action_only,4,0.6792709559210925,,,,,correctness_auroc
safety_diagnostic,43,brightness,S,action_only,4,0.32321102426037607,,,,,ece
safety_diagnostic,43,brightness,S,action_only,4,0.52183454026772,,,,,exact_set_error_rate
safety_diagnostic,43,brightness,S,action_only,4,0.2153846153846154,,,,,highest_confidence_decile_error_rate
safety_diagnostic,43,brightness,S,action_only,4,0.789010989010989,,,,,lowest_confidence_decile_error_rate
action_class,43,brightness,A,joint,4,,0,0.8063566804002354,2484,2613,
action_class,43,brightness,A,joint,4,,1,0.7596824633148905,2103,2054,
action_class,43,brightness,A,joint,4,,2,0.5790861159929701,1225,1051,
action_class,43,brightness,A,joint,4,,3,0.6053759252045189,1339,1228,
safety_diagnostic,43,brightness,S,joint,4,0.362768651477686,,,,,tie_averaged_aurc
safety_diagnostic,43,brightness,S,joint,4,0.36277388107815184,,,,,canonical_stable_aurc
safety_diagnostic,43,brightness,S,joint,4,0.4826913700633837,,,,,unsafe_acceptance_rate_90
safety_diagnostic,43,brightness,S,joint,4,0.6891081670673911,,,,,correctness_auroc
safety_diagnostic,43,brightness,S,joint,4,0.3312957825295714,,,,,ece
safety_diagnostic,43,brightness,S,joint,4,0.5143734913320167,,,,,exact_set_error_rate
safety_diagnostic,43,brightness,S,joint,4,0.2043956043956044,,,,,highest_confidence_decile_error_rate
safety_diagnostic,43,brightness,S,joint,4,0.8,,,,,lowest_confidence_decile_error_rate
rationale_class,43,brightness,R,joint_rationale,4,,0,0.6363636363636364,1574,1374,
rationale_class,43,brightness,R,joint_rationale,4,,1,0.5041459369817579,667,539,
rationale_class,43,brightness,R,joint_rationale,4,,2,0.38605898123324395,941,551,
rationale_class,43,brightness,R,joint_rationale,4,,3,0.608,1083,792,
rationale_class,43,brightness,R,joint_rationale,4,,4,0.4778761061946903,302,150,
rationale_class,43,brightness,R,joint_rationale,4,,5,0.0,39,0,
rationale_class,43,brightness,R,joint_rationale,4,,6,0.0,34,0,
rationale_class,43,brightness,R,joint_rationale,4,,7,0.737004632012352,1037,906,
rationale_class,43,brightness,R,joint_rationale,4,,8,0.0,89,0,
rationale_class,43,brightness,R,joint_rationale,4,,9,0.0,29,0,
rationale_class,43,brightness,R,joint_rationale,4,,10,0.0,136,0,
rationale_class,43,brightness,R,joint_rationale,4,,11,0.0,68,0,
rationale_class,43,brightness,R,joint_rationale,4,,12,0.0,23,0,
rationale_class,43,brightness,R,joint_rationale,4,,13,0.011363636363636364,175,1,
rationale_class,43,brightness,R,joint_rationale,4,,14,0.0,69,0,
rationale_class,43,brightness,R,joint_rationale,4,,15,0.5454545454545454,860,647,
rationale_class,43,brightness,R,joint_rationale,4,,16,0.3629283489096573,897,387,
rationale_class,43,brightness,R,joint_rationale,4,,17,0.42741208295761945,713,396,
rationale_class,43,brightness,R,joint_rationale,4,,18,0.6199158485273493,1182,957,
rationale_class,43,brightness,R,joint_rationale,4,,19,0.26433430515063167,826,203,
rationale_class,43,brightness,R,joint_rationale,4,,20,0.3074141048824593,403,150,
action_class,43,blur,A,action_only,0,,0,0.8052702964541756,2484,2677,
action_class,43,blur,A,action_only,0,,1,0.7457627118644068,2103,1968,
action_class,43,blur,A,action_only,0,,2,0.5471698113207547,1225,1001,
action_class,43,blur,A,action_only,0,,3,0.5772946859903382,1339,1145,
safety_diagnostic,43,blur,S,action_only,0,0.3734811551677485,,,,,tie_averaged_aurc
safety_diagnostic,43,blur,S,action_only,0,0.3734892826339159,,,,,canonical_stable_aurc
safety_diagnostic,43,blur,S,action_only,0,0.49658703071672355,,,,,unsafe_acceptance_rate_90
safety_diagnostic,43,blur,S,action_only,0,0.6808949572611617,,,,,correctness_auroc
safety_diagnostic,43,blur,S,action_only,0,0.3282950660194483,,,,,ece
safety_diagnostic,43,blur,S,action_only,0,0.5244678516567918,,,,,exact_set_error_rate
safety_diagnostic,43,blur,S,action_only,0,0.210989010989011,,,,,highest_confidence_decile_error_rate
safety_diagnostic,43,blur,S,action_only,0,0.7758241758241758,,,,,lowest_confidence_decile_error_rate
